user_id,send_count,receive_count,degree_diff,status
7890,2.0,0.0,2.0,
7970,0.0,1.0,-1.0,
8004,0.0,1.0,-1.0,
8111,0.0,2.0,-2.0,0.0
8146,1.0,0.0,1.0,0.0
8305,2.0,0.0,2.0,
8310,0.0,1.0,-1.0,0.0
8434,0.0,1.0,-1.0,0.0
8557,2.0,0.0,2.0,
8698,1.0,0.0,1.0,0.0
8747,0.0,1.0,-1.0,
9107,0.0,1.0,-1.0,0.0
9270,0.0,3.0,-3.0,0.0
9271,0.0,3.0,-3.0,0.0
9288,3.0,0.0,3.0,0.0
9323,0.0,1.0,-1.0,
9774,0.0,2.0,-2.0,
9827,2.0,0.0,2.0,0.0
10023,0.0,1.0,-1.0,0.0
10202,1.0,0.0,1.0,0.0
10204,1.0,1.0,0.0,0.0
10366,0.0,1.0,-1.0,
10391,3.0,2.0,1.0,0.0
10651,0.0,6.0,-6.0,0.0
10788,2.0,1.0,1.0,0.0
11568,1.0,0.0,1.0,0.0
11757,0.0,1.0,-1.0,0.0
11868,1.0,2.0,-1.0,
11876,1.0,0.0,1.0,0.0
12252,1.0,0.0,1.0,0.0
12864,1.0,0.0,1.0,0.0
12884,1.0,0.0,1.0,0.0
12930,2.0,1.0,1.0,
12985,1.0,0.0,1.0,0.0
13535,0.0,1.0,-1.0,0.0
13617,4.0,3.0,1.0,0.0
13643,1.0,0.0,1.0,0.0
13661,0.0,1.0,-1.0,0.0
13784,2.0,0.0,2.0,0.0
13893,0.0,1.0,-1.0,0.0
14105,2.0,0.0,2.0,0.0
14167,0.0,1.0,-1.0,
14557,0.0,1.0,-1.0,0.0
14566,0.0,2.0,-2.0,0.0
14579,4.0,0.0,4.0,
15045,0.0,1.0,-1.0,
15329,3.0,1.0,2.0,
15340,1.0,0.0,1.0,
15535,0.0,1.0,-1.0,0.0
15542,0.0,2.0,-2.0,
15855,0.0,1.0,-1.0,0.0
16039,0.0,1.0,-1.0,0.0
16041,1.0,0.0,1.0,0.0
16487,0.0,1.0,-1.0,0.0
16571,2.0,1.0,1.0,0.0
16615,0.0,1.0,-1.0,0.0
16643,1.0,0.0,1.0,0.0
16919,0.0,1.0,-1.0,
16942,0.0,1.0,-1.0,0.0
16991,0.0,1.0,-1.0,0.0
17030,0.0,2.0,-2.0,0.0
17180,1.0,0.0,1.0,0.0
17584,1.0,0.0,1.0,0.0
17614,1.0,1.0,0.0,0.0
17847,0.0,1.0,-1.0,0.0
17865,0.0,1.0,-1.0,0.0
17890,1.0,0.0,1.0,0.0
17958,0.0,2.0,-2.0,
17960,2.0,0.0,2.0,
18009,0.0,1.0,-1.0,
18188,0.0,1.0,-1.0,0.0
18557,1.0,1.0,0.0,0.0
18716,3.0,1.0,2.0,
18831,0.0,1.0,-1.0,0.0
18851,2.0,0.0,2.0,0.0
19109,0.0,1.0,-1.0,0.0
19129,1.0,0.0,1.0,
19264,1.0,0.0,1.0,0.0
19371,1.0,0.0,1.0,
19789,1.0,0.0,1.0,0.0
19861,0.0,1.0,-1.0,0.0
19918,1.0,0.0,1.0,0.0
20043,5.0,1.0,4.0,0.0
20058,3.0,1.0,2.0,0.0
20179,1.0,2.0,-1.0,0.0
20299,1.0,1.0,0.0,0.0
20414,1.0,0.0,1.0,0.0
20480,1.0,0.0,1.0,0.0
20512,1.0,0.0,1.0,0.0
20555,0.0,1.0,-1.0,0.0
20717,1.0,0.0,1.0,0.0
20953,1.0,0.0,1.0,0.0
21409,4.0,0.0,4.0,0.0
21411,1.0,0.0,1.0,0.0
21736,1.0,0.0,1.0,0.0
21913,1.0,0.0,1.0,0.0
21930,2.0,0.0,2.0,
22644,0.0,1.0,-1.0,0.0
23032,1.0,0.0,1.0,0.0
23114,4.0,5.0,-1.0,
23117,0.0,1.0,-1.0,0.0
23121,1.0,0.0,1.0,0.0
23235,1.0,1.0,0.0,
23381,1.0,1.0,0.0,
23487,0.0,1.0,-1.0,0.0
23576,1.0,0.0,1.0,0.0
23586,1.0,0.0,1.0,0.0
23745,1.0,0.0,1.0,0.0
24542,0.0,1.0,-1.0,0.0
24553,1.0,0.0,1.0,0.0
24564,1.0,0.0,1.0,0.0
24690,2.0,0.0,2.0,
25003,0.0,1.0,-1.0,0.0
25020,1.0,1.0,0.0,0.0
25054,1.0,6.0,-5.0,0.0
25404,0.0,1.0,-1.0,0.0
25459,1.0,3.0,-2.0,
25608,1.0,0.0,1.0,0.0
25741,0.0,1.0,-1.0,0.0
25749,0.0,1.0,-1.0,0.0
25881,2.0,0.0,2.0,0.0
26052,0.0,1.0,-1.0,0.0
26056,1.0,0.0,1.0,0.0
26167,0.0,1.0,-1.0,1.0
26484,0.0,1.0,-1.0,0.0
26524,0.0,1.0,-1.0,0.0
26622,1.0,4.0,-3.0,0.0
26656,1.0,0.0,1.0,0.0
26714,0.0,1.0,-1.0,
26833,1.0,0.0,1.0,0.0
26857,1.0,0.0,1.0,
26860,1.0,0.0,1.0,0.0
26896,2.0,0.0,2.0,1.0
27104,1.0,0.0,1.0,0.0
27765,1.0,0.0,1.0,
28027,1.0,0.0,1.0,0.0
28269,2.0,0.0,2.0,
28419,3.0,0.0,3.0,0.0
28491,1.0,0.0,1.0,0.0
28562,1.0,0.0,1.0,
28843,0.0,1.0,-1.0,0.0
28924,0.0,1.0,-1.0,0.0
29124,1.0,0.0,1.0,1.0
29218,1.0,1.0,0.0,0.0
29223,0.0,1.0,-1.0,0.0
29405,0.0,1.0,-1.0,
29623,0.0,3.0,-3.0,0.0
29650,1.0,0.0,1.0,
29723,2.0,0.0,2.0,0.0
29768,1.0,0.0,1.0,0.0
29880,1.0,0.0,1.0,0.0
30100,1.0,0.0,1.0,0.0
30121,1.0,0.0,1.0,0.0
30179,1.0,0.0,1.0,0.0
30663,0.0,1.0,-1.0,0.0
31382,0.0,1.0,-1.0,0.0
31428,0.0,1.0,-1.0,0.0
31499,1.0,0.0,1.0,0.0
31528,3.0,0.0,3.0,0.0
31757,0.0,1.0,-1.0,0.0
31770,1.0,0.0,1.0,0.0
32012,0.0,1.0,-1.0,0.0
32116,0.0,1.0,-1.0,0.0
32261,1.0,1.0,0.0,0.0
32468,1.0,2.0,-1.0,0.0
32511,0.0,1.0,-1.0,0.0
32632,1.0,0.0,1.0,0.0
32727,3.0,6.0,-3.0,0.0
32763,1.0,0.0,1.0,0.0
32772,1.0,0.0,1.0,0.0
32790,0.0,1.0,-1.0,0.0
32827,1.0,2.0,-1.0,0.0
32848,1.0,0.0,1.0,0.0
33616,1.0,0.0,1.0,
33729,1.0,0.0,1.0,0.0
33971,0.0,1.0,-1.0,
34335,0.0,1.0,-1.0,0.0
34634,0.0,1.0,-1.0,0.0
34975,0.0,1.0,-1.0,0.0
35001,1.0,0.0,1.0,
35087,0.0,1.0,-1.0,0.0
35088,1.0,0.0,1.0,0.0
35171,1.0,1.0,0.0,0.0
35495,0.0,3.0,-3.0,0.0
35861,0.0,1.0,-1.0,0.0
35985,3.0,1.0,2.0,
35996,0.0,2.0,-2.0,0.0
36294,1.0,1.0,0.0,
36301,1.0,0.0,1.0,0.0
36353,4.0,0.0,4.0,0.0
36697,3.0,0.0,3.0,0.0
36886,0.0,1.0,-1.0,0.0
36905,2.0,0.0,2.0,0.0
37046,1.0,1.0,0.0,0.0
37474,1.0,1.0,0.0,0.0
37559,0.0,2.0,-2.0,0.0
37657,0.0,1.0,-1.0,
37715,1.0,0.0,1.0,0.0
38012,1.0,0.0,1.0,0.0
38027,1.0,0.0,1.0,0.0
38118,0.0,1.0,-1.0,0.0
38548,1.0,0.0,1.0,0.0
39014,0.0,1.0,-1.0,0.0
39034,0.0,1.0,-1.0,0.0
39068,3.0,1.0,2.0,0.0
39702,0.0,1.0,-1.0,0.0
39759,0.0,1.0,-1.0,
39796,2.0,0.0,2.0,0.0
39889,1.0,0.0,1.0,0.0
39890,1.0,0.0,1.0,0.0
39978,1.0,0.0,1.0,0.0
40034,1.0,0.0,1.0,0.0
40060,1.0,0.0,1.0,
40300,1.0,0.0,1.0,0.0
40592,1.0,0.0,1.0,0.0
40649,0.0,1.0,-1.0,0.0
41329,0.0,9.0,-9.0,0.0
41411,0.0,1.0,-1.0,0.0
41551,0.0,1.0,-1.0,0.0
41613,1.0,0.0,1.0,1.0
41841,1.0,0.0,1.0,
42069,0.0,2.0,-2.0,0.0
42123,1.0,0.0,1.0,0.0
42239,0.0,1.0,-1.0,0.0
42245,2.0,1.0,1.0,
42283,0.0,1.0,-1.0,0.0
42714,3.0,0.0,3.0,0.0
43010,1.0,0.0,1.0,0.0
43146,0.0,1.0,-1.0,0.0
43220,2.0,4.0,-2.0,0.0
43255,0.0,1.0,-1.0,0.0
43329,1.0,1.0,0.0,
43749,0.0,3.0,-3.0,
43902,0.0,1.0,-1.0,0.0
43925,1.0,0.0,1.0,0.0
44171,2.0,1.0,1.0,0.0
44236,1.0,0.0,1.0,0.0
44449,1.0,0.0,1.0,0.0
44790,0.0,1.0,-1.0,0.0
44960,1.0,0.0,1.0,0.0
45026,0.0,1.0,-1.0,0.0
45197,1.0,0.0,1.0,0.0
45234,1.0,0.0,1.0,
45373,0.0,1.0,-1.0,0.0
45910,1.0,2.0,-1.0,0.0
45992,3.0,0.0,3.0,0.0
46040,2.0,0.0,2.0,0.0
46176,1.0,0.0,1.0,1.0
46186,1.0,1.0,0.0,0.0
46210,1.0,1.0,0.0,0.0
46309,0.0,1.0,-1.0,0.0
46989,0.0,1.0,-1.0,
47378,2.0,0.0,2.0,0.0
47510,0.0,2.0,-2.0,0.0
47776,1.0,0.0,1.0,0.0
47819,1.0,1.0,0.0,0.0
47861,1.0,3.0,-2.0,0.0
47928,2.0,0.0,2.0,0.0
48134,0.0,1.0,-1.0,
48838,0.0,1.0,-1.0,0.0
49083,0.0,1.0,-1.0,0.0
49585,1.0,0.0,1.0,0.0
49686,0.0,1.0,-1.0,
49742,0.0,1.0,-1.0,0.0
50050,1.0,0.0,1.0,0.0
50403,1.0,0.0,1.0,0.0
50804,1.0,0.0,1.0,0.0
50882,1.0,1.0,0.0,
50884,0.0,1.0,-1.0,0.0
51003,1.0,0.0,1.0,0.0
51180,0.0,1.0,-1.0,0.0
51205,0.0,2.0,-2.0,0.0
51390,1.0,1.0,0.0,0.0
51953,0.0,1.0,-1.0,0.0
52080,1.0,0.0,1.0,0.0
52528,1.0,0.0,1.0,0.0
52682,4.0,0.0,4.0,0.0
53298,0.0,1.0,-1.0,0.0
53342,0.0,1.0,-1.0,0.0
53409,1.0,0.0,1.0,0.0
53961,0.0,1.0,-1.0,0.0
54067,1.0,1.0,0.0,0.0
54197,0.0,1.0,-1.0,0.0
54479,0.0,1.0,-1.0,0.0
54614,0.0,1.0,-1.0,0.0
55337,1.0,0.0,1.0,0.0
55492,0.0,1.0,-1.0,0.0
55537,1.0,0.0,1.0,
55560,1.0,0.0,1.0,0.0
55636,1.0,1.0,0.0,0.0
55889,1.0,0.0,1.0,
56016,1.0,0.0,1.0,
56116,1.0,3.0,-2.0,
56514,2.0,2.0,0.0,0.0
56666,2.0,0.0,2.0,0.0
56770,1.0,0.0,1.0,0.0
57344,1.0,0.0,1.0,
57858,0.0,1.0,-1.0,0.0
58168,1.0,0.0,1.0,0.0
58294,1.0,0.0,1.0,0.0
58397,1.0,0.0,1.0,0.0
58608,1.0,0.0,1.0,0.0
58634,6.0,3.0,3.0,0.0
58785,1.0,0.0,1.0,0.0
59189,0.0,4.0,-4.0,0.0
59380,0.0,1.0,-1.0,
59463,0.0,1.0,-1.0,0.0
59471,0.0,1.0,-1.0,
59506,1.0,1.0,0.0,0.0
59888,1.0,0.0,1.0,1.0
60151,0.0,1.0,-1.0,
60210,3.0,2.0,1.0,
60250,1.0,0.0,1.0,0.0
60744,1.0,0.0,1.0,0.0
61052,0.0,1.0,-1.0,0.0
61421,1.0,0.0,1.0,
61609,1.0,0.0,1.0,0.0
61714,2.0,0.0,2.0,0.0
62115,1.0,0.0,1.0,0.0
62142,0.0,1.0,-1.0,0.0
62382,0.0,2.0,-2.0,0.0
62422,0.0,1.0,-1.0,0.0
62599,0.0,1.0,-1.0,0.0
62859,1.0,1.0,0.0,0.0
62916,0.0,1.0,-1.0,0.0
63225,1.0,0.0,1.0,0.0
63644,1.0,0.0,1.0,
63753,0.0,1.0,-1.0,0.0
63961,2.0,1.0,1.0,
64469,0.0,1.0,-1.0,0.0
64590,0.0,1.0,-1.0,0.0
64761,1.0,0.0,1.0,0.0
64923,1.0,0.0,1.0,0.0
65028,1.0,0.0,1.0,0.0
65092,1.0,0.0,1.0,0.0
65107,0.0,1.0,-1.0,
65201,1.0,0.0,1.0,0.0
65940,0.0,1.0,-1.0,0.0
66060,0.0,1.0,-1.0,
66629,1.0,0.0,1.0,0.0
67119,0.0,1.0,-1.0,0.0
67454,0.0,1.0,-1.0,
68310,1.0,1.0,0.0,0.0
68347,1.0,0.0,1.0,0.0
68379,1.0,0.0,1.0,0.0
68833,1.0,0.0,1.0,0.0
69439,0.0,1.0,-1.0,
69765,0.0,2.0,-2.0,1.0
69969,4.0,0.0,4.0,0.0
70102,0.0,1.0,-1.0,0.0
70146,1.0,0.0,1.0,0.0
70403,0.0,1.0,-1.0,
70464,1.0,0.0,1.0,
70742,0.0,1.0,-1.0,0.0
70939,3.0,0.0,3.0,0.0
71109,0.0,1.0,-1.0,
71152,1.0,0.0,1.0,
71531,1.0,0.0,1.0,0.0
71621,0.0,1.0,-1.0,0.0
71651,2.0,1.0,1.0,0.0
71686,1.0,1.0,0.0,0.0
71811,0.0,1.0,-1.0,0.0
71852,1.0,0.0,1.0,
71939,1.0,1.0,0.0,0.0
72342,0.0,1.0,-1.0,0.0
72403,0.0,1.0,-1.0,0.0
72444,1.0,2.0,-1.0,0.0
72498,1.0,1.0,0.0,0.0
72675,0.0,1.0,-1.0,0.0
72816,1.0,0.0,1.0,0.0
72909,0.0,1.0,-1.0,0.0
73750,0.0,1.0,-1.0,0.0
74355,4.0,0.0,4.0,0.0
74794,1.0,1.0,0.0,0.0
75110,1.0,0.0,1.0,
75297,1.0,1.0,0.0,0.0
75389,0.0,1.0,-1.0,0.0
75422,0.0,3.0,-3.0,0.0
75742,0.0,1.0,-1.0,0.0
76787,1.0,2.0,-1.0,
76809,1.0,0.0,1.0,
76877,0.0,1.0,-1.0,0.0
76886,1.0,1.0,0.0,0.0
76938,2.0,0.0,2.0,0.0
77456,5.0,0.0,5.0,0.0
77530,1.0,0.0,1.0,0.0
77749,2.0,4.0,-2.0,0.0
77854,3.0,6.0,-3.0,0.0
77995,1.0,0.0,1.0,
78041,1.0,0.0,1.0,
78190,0.0,1.0,-1.0,0.0
78194,0.0,1.0,-1.0,0.0
78225,1.0,0.0,1.0,0.0
78312,1.0,0.0,1.0,0.0
78451,0.0,3.0,-3.0,0.0
78454,0.0,3.0,-3.0,0.0
78512,1.0,0.0,1.0,0.0
78536,1.0,0.0,1.0,0.0
78660,1.0,0.0,1.0,0.0
78669,0.0,1.0,-1.0,0.0
78743,0.0,2.0,-2.0,0.0
78831,0.0,1.0,-1.0,0.0
78851,1.0,0.0,1.0,0.0
78894,2.0,0.0,2.0,0.0
78919,0.0,1.0,-1.0,0.0
79009,3.0,0.0,3.0,0.0
79135,0.0,1.0,-1.0,1.0
79483,0.0,1.0,-1.0,0.0
79596,2.0,6.0,-4.0,0.0
79753,0.0,1.0,-1.0,0.0
79944,1.0,0.0,1.0,0.0
79952,2.0,0.0,2.0,1.0
80197,2.0,0.0,2.0,
80254,0.0,1.0,-1.0,0.0
80444,1.0,0.0,1.0,
80552,1.0,0.0,1.0,
80816,2.0,0.0,2.0,0.0
80865,1.0,0.0,1.0,0.0
81094,0.0,1.0,-1.0,0.0
81188,0.0,1.0,-1.0,0.0
81195,1.0,0.0,1.0,
81478,0.0,1.0,-1.0,0.0
81640,1.0,0.0,1.0,0.0
81672,1.0,0.0,1.0,0.0
81773,0.0,1.0,-1.0,0.0
81850,0.0,1.0,-1.0,0.0
81859,0.0,1.0,-1.0,1.0
82195,0.0,1.0,-1.0,0.0
82613,0.0,1.0,-1.0,0.0
83063,1.0,1.0,0.0,0.0
83205,0.0,1.0,-1.0,
83503,0.0,1.0,-1.0,0.0
83687,0.0,2.0,-2.0,0.0
83906,1.0,0.0,1.0,0.0
84256,1.0,0.0,1.0,0.0
84601,1.0,3.0,-2.0,
84826,0.0,1.0,-1.0,0.0
85400,1.0,0.0,1.0,0.0
85428,0.0,1.0,-1.0,0.0
85596,1.0,1.0,0.0,0.0
85685,1.0,1.0,0.0,0.0
85927,0.0,1.0,-1.0,0.0
86446,0.0,1.0,-1.0,
86518,0.0,1.0,-1.0,1.0
86723,0.0,1.0,-1.0,0.0
86916,2.0,0.0,2.0,0.0
86950,0.0,1.0,-1.0,1.0
87050,0.0,1.0,-1.0,0.0
87805,2.0,0.0,2.0,0.0
87896,1.0,0.0,1.0,0.0
88101,0.0,1.0,-1.0,0.0
88974,1.0,0.0,1.0,0.0
89112,2.0,0.0,2.0,
89189,0.0,1.0,-1.0,0.0
89207,0.0,3.0,-3.0,0.0
89302,0.0,4.0,-4.0,0.0
89742,0.0,2.0,-2.0,0.0
89915,1.0,1.0,0.0,0.0
90139,2.0,0.0,2.0,0.0
90403,1.0,0.0,1.0,0.0
90599,0.0,1.0,-1.0,1.0
90615,0.0,1.0,-1.0,0.0
90649,4.0,1.0,3.0,0.0
90809,1.0,2.0,-1.0,0.0
91510,0.0,1.0,-1.0,0.0
91742,1.0,0.0,1.0,0.0
91918,0.0,1.0,-1.0,0.0
91960,4.0,0.0,4.0,0.0
92025,1.0,0.0,1.0,0.0
92083,1.0,0.0,1.0,0.0
92146,0.0,1.0,-1.0,0.0
92386,4.0,0.0,4.0,0.0
92595,1.0,5.0,-4.0,0.0
92887,0.0,3.0,-3.0,
93008,1.0,0.0,1.0,1.0
93086,1.0,0.0,1.0,
93244,0.0,1.0,-1.0,0.0
93368,1.0,0.0,1.0,0.0
93470,1.0,2.0,-1.0,
93644,0.0,2.0,-2.0,
93886,0.0,1.0,-1.0,0.0
93887,0.0,1.0,-1.0,0.0
93906,1.0,0.0,1.0,0.0
93984,0.0,1.0,-1.0,
94000,1.0,0.0,1.0,
94435,1.0,0.0,1.0,0.0
94640,1.0,0.0,1.0,0.0
94857,1.0,0.0,1.0,0.0
95112,2.0,0.0,2.0,
95274,1.0,2.0,-1.0,0.0
95441,5.0,0.0,5.0,0.0
95707,1.0,0.0,1.0,0.0
95849,1.0,0.0,1.0,0.0
96005,0.0,1.0,-1.0,0.0
96279,0.0,1.0,-1.0,0.0
96491,0.0,1.0,-1.0,0.0
96560,1.0,0.0,1.0,0.0
96661,0.0,2.0,-2.0,0.0
96837,1.0,0.0,1.0,
97050,3.0,0.0,3.0,
97126,0.0,2.0,-2.0,1.0
97133,0.0,2.0,-2.0,0.0
97199,2.0,6.0,-4.0,
97267,0.0,2.0,-2.0,0.0
97759,0.0,1.0,-1.0,0.0
97800,1.0,0.0,1.0,0.0
97907,1.0,2.0,-1.0,0.0
97921,1.0,1.0,0.0,0.0
97922,0.0,1.0,-1.0,0.0
98315,0.0,1.0,-1.0,
98403,0.0,1.0,-1.0,0.0
98456,1.0,0.0,1.0,0.0
98536,4.0,0.0,4.0,0.0
98543,0.0,1.0,-1.0,0.0
98858,1.0,0.0,1.0,0.0
98988,0.0,1.0,-1.0,
99000,1.0,0.0,1.0,0.0
99117,1.0,0.0,1.0,0.0
99239,0.0,1.0,-1.0,0.0
99591,0.0,1.0,-1.0,0.0
100162,2.0,0.0,2.0,0.0
100168,1.0,0.0,1.0,0.0
100191,0.0,1.0,-1.0,0.0
100262,0.0,1.0,-1.0,
100338,1.0,0.0,1.0,0.0
100542,0.0,1.0,-1.0,0.0
100763,2.0,1.0,1.0,
100912,1.0,0.0,1.0,
101374,0.0,1.0,-1.0,0.0
101505,1.0,0.0,1.0,0.0
101573,1.0,1.0,0.0,
101606,1.0,0.0,1.0,0.0
101811,3.0,0.0,3.0,0.0
101912,2.0,1.0,1.0,0.0
102191,0.0,1.0,-1.0,0.0
102299,1.0,0.0,1.0,0.0
102305,1.0,0.0,1.0,0.0
102332,1.0,4.0,-3.0,0.0
102374,0.0,1.0,-1.0,0.0
102815,0.0,2.0,-2.0,0.0
102860,1.0,1.0,0.0,0.0
103157,0.0,1.0,-1.0,0.0
103244,0.0,1.0,-1.0,0.0
103327,0.0,2.0,-2.0,
103517,0.0,2.0,-2.0,
103638,0.0,1.0,-1.0,
103719,0.0,1.0,-1.0,0.0
103987,0.0,1.0,-1.0,0.0
104173,2.0,2.0,0.0,0.0
104521,1.0,0.0,1.0,0.0
104619,2.0,2.0,0.0,
104770,2.0,0.0,2.0,0.0
104796,1.0,0.0,1.0,0.0
104810,1.0,0.0,1.0,0.0
104919,5.0,1.0,4.0,0.0
104929,1.0,0.0,1.0,0.0
104944,2.0,0.0,2.0,0.0
105018,1.0,1.0,0.0,0.0
105066,0.0,1.0,-1.0,0.0
105090,1.0,0.0,1.0,0.0
105127,0.0,1.0,-1.0,0.0
105144,1.0,0.0,1.0,0.0
105320,1.0,0.0,1.0,
105446,0.0,1.0,-1.0,
105472,1.0,0.0,1.0,
105838,1.0,1.0,0.0,0.0
105859,0.0,2.0,-2.0,0.0
105930,0.0,1.0,-1.0,0.0
105966,1.0,1.0,0.0,0.0
106387,2.0,1.0,1.0,0.0
106405,1.0,1.0,0.0,0.0
106446,0.0,1.0,-1.0,0.0
106732,0.0,1.0,-1.0,0.0
106780,1.0,0.0,1.0,0.0
107361,2.0,0.0,2.0,0.0
107380,0.0,1.0,-1.0,1.0
107400,4.0,0.0,4.0,0.0
107452,1.0,0.0,1.0,0.0
107579,1.0,0.0,1.0,0.0
107648,3.0,0.0,3.0,0.0
108099,2.0,0.0,2.0,0.0
108468,0.0,1.0,-1.0,
108898,1.0,0.0,1.0,
108941,1.0,0.0,1.0,0.0
109167,0.0,2.0,-2.0,0.0
109377,2.0,1.0,1.0,
109803,1.0,0.0,1.0,0.0
110027,1.0,0.0,1.0,0.0
110037,0.0,1.0,-1.0,0.0
110334,0.0,1.0,-1.0,0.0
110368,1.0,0.0,1.0,0.0
110688,1.0,0.0,1.0,0.0
110797,0.0,2.0,-2.0,
110883,0.0,1.0,-1.0,0.0
111023,0.0,1.0,-1.0,0.0
111311,1.0,0.0,1.0,0.0
111445,0.0,1.0,-1.0,0.0
111564,0.0,1.0,-1.0,0.0
111565,0.0,1.0,-1.0,0.0
111684,0.0,1.0,-1.0,0.0
111717,0.0,1.0,-1.0,0.0
111844,0.0,1.0,-1.0,1.0
112084,1.0,0.0,1.0,0.0
112303,0.0,1.0,-1.0,1.0
112376,1.0,0.0,1.0,0.0
112493,1.0,0.0,1.0,0.0
112581,0.0,1.0,-1.0,0.0
112818,1.0,0.0,1.0,0.0
112916,1.0,0.0,1.0,0.0
113000,1.0,0.0,1.0,0.0
113060,0.0,1.0,-1.0,0.0
113095,0.0,1.0,-1.0,0.0
113194,1.0,0.0,1.0,
113260,1.0,0.0,1.0,0.0
113263,0.0,1.0,-1.0,0.0
113387,1.0,0.0,1.0,0.0
113529,1.0,0.0,1.0,0.0
113564,1.0,1.0,0.0,0.0
113578,31.0,7.0,24.0,0.0
113654,0.0,1.0,-1.0,0.0
114430,2.0,4.0,-2.0,0.0
114470,0.0,1.0,-1.0,0.0
114502,7.0,2.0,5.0,
114692,0.0,1.0,-1.0,0.0
114805,0.0,1.0,-1.0,0.0
115081,1.0,0.0,1.0,
115899,0.0,2.0,-2.0,0.0
116006,1.0,0.0,1.0,0.0
116246,0.0,1.0,-1.0,0.0
116319,0.0,2.0,-2.0,
116501,1.0,0.0,1.0,
116560,1.0,0.0,1.0,0.0
116660,0.0,1.0,-1.0,0.0
116802,1.0,0.0,1.0,0.0
116831,0.0,1.0,-1.0,
116920,1.0,0.0,1.0,
117003,2.0,0.0,2.0,
117259,1.0,0.0,1.0,0.0
117529,1.0,0.0,1.0,0.0
117654,1.0,0.0,1.0,0.0
117868,0.0,4.0,-4.0,
117923,0.0,1.0,-1.0,0.0
117934,0.0,1.0,-1.0,0.0
