user_id_1,user_id_2,source_ip_hash
968641,639333,02affb5441b4ae1cc306dc72d843d253
592437,639333,02affb5441b4ae1cc306dc72d843d253
970410,630429,02bb4325b17a8b2086ab0362f9af33af
41841,797794,02cede50f16070da0eef00bc9142e6d1
709248,752213,02d3829df7fa428b06c3175be6e3bc48
434602,891459,02d41b4ef63aa9913f3151ebffd4a023
644296,730565,02d4e8254b5c87db4778f2755227d301
873432,469135,02e7c1e965a9ebbcb5b8c3662aa34bcb
58397,850095,02ec6f654c0840aad5d77c0ef65f81b4
725657,760838,02ecf8b14fb33cc75f72735a8e5c4ffd
597584,738450,02f0cce438447d8edeb89353c21ab1ca
597584,284871,02f0cce438447d8edeb89353c21ab1ca
738450,284871,02f0cce438447d8edeb89353c21ab1ca
967178,572878,03064e4fed838ef2e5088b5fb05b0ff9
127019,884199,032520c5992b7b4b023e0a8e1a3d0000
210651,734919,03278026a5a52a9b6c32db7b7bf8aed0
957064,932264,0347637dc804125cef1ebb76ab9662f7
938216,965992,0349d110fbeb278282a8a0b1f5351ef2
938216,948749,0349d110fbeb278282a8a0b1f5351ef2
938216,966993,0349d110fbeb278282a8a0b1f5351ef2
938216,999737,0349d110fbeb278282a8a0b1f5351ef2
938216,998138,0349d110fbeb278282a8a0b1f5351ef2
938216,333116,0349d110fbeb278282a8a0b1f5351ef2
938216,485471,0349d110fbeb278282a8a0b1f5351ef2
965992,948749,0349d110fbeb278282a8a0b1f5351ef2
965992,966993,0349d110fbeb278282a8a0b1f5351ef2
965992,999737,0349d110fbeb278282a8a0b1f5351ef2
965992,998138,0349d110fbeb278282a8a0b1f5351ef2
965992,333116,0349d110fbeb278282a8a0b1f5351ef2
965992,485471,0349d110fbeb278282a8a0b1f5351ef2
948749,966993,0349d110fbeb278282a8a0b1f5351ef2
948749,999737,0349d110fbeb278282a8a0b1f5351ef2
948749,998138,0349d110fbeb278282a8a0b1f5351ef2
948749,333116,0349d110fbeb278282a8a0b1f5351ef2
948749,485471,0349d110fbeb278282a8a0b1f5351ef2
966993,999737,0349d110fbeb278282a8a0b1f5351ef2
966993,998138,0349d110fbeb278282a8a0b1f5351ef2
966993,333116,0349d110fbeb278282a8a0b1f5351ef2
966993,485471,0349d110fbeb278282a8a0b1f5351ef2
999737,998138,0349d110fbeb278282a8a0b1f5351ef2
999737,333116,0349d110fbeb278282a8a0b1f5351ef2
999737,485471,0349d110fbeb278282a8a0b1f5351ef2
998138,333116,0349d110fbeb278282a8a0b1f5351ef2
998138,485471,0349d110fbeb278282a8a0b1f5351ef2
333116,485471,0349d110fbeb278282a8a0b1f5351ef2
914393,182222,0354e949bb929589c105cdd738d20c88
914393,582142,0354e949bb929589c105cdd738d20c88
182222,582142,0354e949bb929589c105cdd738d20c88
599429,862487,0357a205ff6976c7d73731ac759984db
506805,449070,035c67c069bb71614837506239dc1c83
894628,789621,0365d99de2cab751e2aa1a1bfb9be772
164073,882023,03672c9fd29dcfcc95c149751f851429
825786,530182,037ffffc01749215c8f32f87b4bd0ad2
731457,680117,038bfc062de3d13985c7a50c262ddc5a
432984,779696,03907864527147f09de231a6287f8df2
756235,126492,03962fb9498012a4bd1c37d8f6dce006
747640,557057,03a6346622149af0404767cba3a44336
337074,716020,03c5dd6222d2a57449ed158265f308b0
786928,179389,03d53ff2a568745a8e1c0f4f21678b8a
387518,949959,040143df44922238bff02f8078475257
451091,302167,040acaa0acf159cd5e08d436b42ed0e3
935640,811353,041a2f5f0c786a6f7854285452e49845
896178,946851,041cf2e582714dca868e7a34bbea4711
704892,826991,041e91014c89addeb987196f15fba10c
860378,11868,042da58ab46f4287d0e2775696244571
767009,365283,0446b0e721004e7e7a272fc43eecc371
534297,622319,04739e5bc3f04b945f95bd7c66938060
138787,138133,047631b95c07b736b897d0c96c5ed479
138787,641302,047631b95c07b736b897d0c96c5ed479
138133,641302,047631b95c07b736b897d0c96c5ed479
982985,378588,047a8da6091eb5a2bec4d14eb4514617
159120,367896,048f7911babd822e91be7a7efde4e4ec
977100,455700,049359930f03896ffe9b3d6727bffcac
39068,867157,0494b53e54da31905fd3bc4fe53bb45e
994746,729959,04cc1e518f42d61ab92425a4f68c22ec
685523,183039,04da8edf31a07cf47723387d71a13f29
549340,86950,04e0bb2231323630391c7c966f6165ac
349226,767519,04fb6bb427003e5ea3749923db6a7f12
549058,905578,053bd51538537fc981b7fdcef32a76a6
567060,696759,053ed90f5eb540b0de5be6468b57ef8f
461179,89207,053eebb26dbc15c23de01c6b09824546
628987,721638,053f533797cb3e64643dc39ba0ad0ce5
547314,420927,0542794efd4c12fea9885546157895a9
841912,988701,054397aa311e792afa5eb22430a33a1d
611115,972117,054c5e35c1749af916ba9047d1e6c4f3
902385,23381,056a563da809840b43784f18639d4b45
2056,902385,056ab2f9f4bde96d1f973b189e715ec0
2056,602716,056ab2f9f4bde96d1f973b189e715ec0
902385,602716,056ab2f9f4bde96d1f973b189e715ec0
497366,823015,0587d7e63984cf810a3588b9d60ad92c
893427,686269,0587e029ab4c34e53d0b852fec474142
992346,970627,058e5568936a5fef7202126e88e01f41
588344,502486,0598aa9bbe280d70933517e9562a7559
589650,897526,059f5ba83bb80fb54c1c9f6d555c9c4a
224580,146390,05a0aa213fd0970d08342ac4a4a18bf2
392944,826459,05bac36b2804fb27913dfe6ce3a2f94d
392944,485550,05bac36b2804fb27913dfe6ce3a2f94d
826459,485550,05bac36b2804fb27913dfe6ce3a2f94d
458883,129342,05c521af1f589540732de820b9bc0c1d
608754,444820,05d66b1fe08699a61f3fe4a5865effb6
608754,399404,05d66b1fe08699a61f3fe4a5865effb6
444820,399404,05d66b1fe08699a61f3fe4a5865effb6
283786,277934,05d87da234e83bf204df8890431492c4
295612,951815,05dcc688fa07ddda3608aaa614580072
865050,13661,05de0ec66ea7d7bcd86d7466fc03ba0c
60250,804108,05eee3b37434f42c3d011c1785079691
199393,930171,05f7eca1bdf0747f4e6b0928fb2d2a54
960099,977077,05f8557dfac2d464c88ed6e7fcb36399
54067,367838,05fcdde7695588087628b2f27ea4a53a
957686,177327,0605fb787e1f8fc0cc765ce11668d8ea
179440,938013,061f4766332d5269e18a171ce5b12ac9
459992,869071,0621f591495132361e79903a149fabbd
721767,712471,06404c4a5d34e30bf3117851234439cb
766172,497375,064ad515f358b38dbf3eeb317100a84c
47928,796671,064fdc7303ffefd9653bc9babd28e47b
712197,794014,065b34d66f0555fbb7bf827d6f94c9b1
992146,20555,065c8f0e1341b820abbb030fa557887a
975940,702518,065e146390d68c96e898bce088e78897
526603,929519,065f51fca17a759167b5c4bb39e0639d
701187,124038,06620895193533b9284141023af8e808
850866,314091,0669154626fa7a9002f9abdc858f3c0e
878096,385509,0675db5ccb93b32de0dd8772bf3c065d
551730,977931,0685ca06a59a6f7efcf87dc0bac170f5
129646,153343,0699778d669bbd7b1e88be8efabdf981
715016,210385,06aa4fdc9b852b4472ac13b2e9ff92f2
754882,742011,06bab39bbd1588c8ae98f195069bb7a1
651536,975767,06bba23e753c1f689aa378e7354f6db5
896680,686319,06bc2b2b636013b03cece7393fc904f1
966196,243094,06bd1bd5e7b2656f1bbddb7532536170
279896,227053,06c05b3f7f5b590ad1a7cd1249daada0
968274,744467,06c841ad183fd42e7ab86610211e283b
792865,134116,06d37397f8e81790c9a1aa3d6bf11185
781761,624756,06deb7ef000e647d860962283d863111
492187,816311,06decd05f4d4601e8dd99c96462028d0
950144,892002,06e9a8914c23df484ec665864aa100e8
950144,880970,06e9a8914c23df484ec665864aa100e8
892002,880970,06e9a8914c23df484ec665864aa100e8
978364,272708,06f3bed83287632dbc4a21ca864f5abc
595170,761126,06f5fdcd000967d84d06dfb72c215df8
704514,955342,070ad5aea15c22332e71f2e2c221a169
741210,597150,074008929ba480095a57aedc89b82c59
549506,716381,0742d556df733926661d7269738041f4
44236,557783,0743b233fba0476cdfafa7ea5a03428c
983315,991788,075c9d8b6c00775258967de8fc3851f8
129002,450997,07651ea468140614d4553a974c6810a9
924744,378768,076d8da5c8537f91ed78b13b7e795c3f
635955,245300,076ea87ab88d35bc110bdf1bc3e8686d
762460,948678,0777a6e8b0ab9f71ec23d6ec09d53b3a
762460,747308,0777a6e8b0ab9f71ec23d6ec09d53b3a
948678,747308,0777a6e8b0ab9f71ec23d6ec09d53b3a
952443,951787,077c057bf4ba0b582d9b2c895d8fa506
39796,36294,07862e54ababe6aa7abb89e0416b8779
39796,325638,07862e54ababe6aa7abb89e0416b8779
36294,325638,07862e54ababe6aa7abb89e0416b8779
978528,343636,07906372bd69aee23fdc42524b8c0289
790033,193950,079b4fdc728f549d70b5182c30a9a4ff
321084,941438,07a388697daa5985591edde31cc9b4c4
986707,812724,07a4b5120055f41dd5224b18bac11753
286370,607359,07a957e86d6887b0b7c85bdfda2acc0c
196305,765226,07bd941ff1c7590c338f6ef20947ec2d
612305,575388,07d2a536742a2c780508e51a8e8d8a5e
4234,574506,07d68085dc7bed9f65d8d2dbac6a3d42
649665,704492,07f4af194fc0e2cbc301ad00e429e6de
955594,305715,07fe4f242624afb7ce2ff1fcae73ea7c
866561,471015,0819337eea2520c217ef142582dd764e
587270,301959,0821d3c08e3cd4452e0b4d9df2c4cedf
61714,701060,0826af21dfd8a5540069405f2ba47c28
933944,592199,08405fd18f75d594fda31a2270f03856
535116,524503,084d517f042a13639072657d1d76179c
254272,1066,08508beee5a2e51c915f5dcfa2385444
944521,493431,0851f011e73732900eaab84a7ebcd003
26857,31757,0861598e4d0be13c93784065e38205db
644733,591887,087413603bca76e23bf094793e4c53e4
694772,292783,087a7fb72fae9152be1e11b09bda8326
874755,600581,08830bd50d9b4aa7db63041ea7087222
992539,754126,088f96db618af9fb79a5398045ea7c7a
592608,985713,089d8df17cc76278716ce5f11c1b7033
592608,988702,089d8df17cc76278716ce5f11c1b7033
985713,988702,089d8df17cc76278716ce5f11c1b7033
434424,978474,08a158d9f1183ba1960208eae10f184c
163720,895255,08a1f739e4609d4f9fd85229ba5c5fdd
944976,944980,08a547580733dd6aa485cd8c208f567a
630596,614662,08bf2d733f447ee435ab175d74561b08
618369,485370,08bfbb49a3e7b360d5d922bd7afdc3a9
949730,574667,08e46461ec444f12a5c7007a08b2d946
949730,212812,08e46461ec444f12a5c7007a08b2d946
949730,671412,08e46461ec444f12a5c7007a08b2d946
949730,979285,08e46461ec444f12a5c7007a08b2d946
574667,212812,08e46461ec444f12a5c7007a08b2d946
574667,671412,08e46461ec444f12a5c7007a08b2d946
574667,979285,08e46461ec444f12a5c7007a08b2d946
212812,671412,08e46461ec444f12a5c7007a08b2d946
212812,979285,08e46461ec444f12a5c7007a08b2d946
671412,979285,08e46461ec444f12a5c7007a08b2d946
624035,93644,08efe83cc060f8701177a2d9a6003baf
372362,204211,08f7bd4b4820638ee5faa09fc5b24af5
1164,978517,090365248da5c3f9662be27d96bd5b80
804354,965130,090483868776c4589b027eff3ac209c9
101573,836662,0911b45b55d69118cc357b48fe5dbcae
477827,466519,0912f97d8ecdb2241b6b233aaf9145bd
288595,559156,0918c81a829b1d25afa48089121c0b68
953996,952862,0944495a794e745229e0fd02527e0d2a
838169,69765,09724b81eae7fe11ae22c83c41c0ef0d
998156,972630,097336bcbcd4f55916c9e668819ca137
976809,399404,0975444a8b19a3f41a2b15b6b962b52d
834729,637843,097a88cc4e204c61b96c9a400fb569fd
148616,946274,09895abd199ce22d3744b9a3e31f4efa
954026,722975,098ca44034514e894ac4641175786f51
770995,843541,09962535cd3cdc41d2e36cc64ee2f62a
497633,485684,09b1f5b10daf2635c7cea38caf85fec6
332896,967670,09cac08770faa7873b55edd4be4ba423
98536,471644,09d5c3d423cdb4dad376994ed529ea73
914696,794088,09d77012976ae48fb045572099e075ec
684674,90615,09f274de92634f1a9a8fb7a82f0dfeea
753921,795251,09f37fc88bae19963408f670f35ee46b
716256,818016,09fcf6467b2b4e0395d7511b167d07c9
716256,991644,09fcf6467b2b4e0395d7511b167d07c9
818016,991644,09fcf6467b2b4e0395d7511b167d07c9
597584,704922,09ff2d940088a42d1f0e63f6c3c9d036
790969,888818,0a08763d01c9e1f3e51b89fddfaf9623
157217,824330,0a0a546454e798a3a81bedcb7a037851
157217,568067,0a0a546454e798a3a81bedcb7a037851
824330,568067,0a0a546454e798a3a81bedcb7a037851
25608,195039,0a12db6c4115fc1aed70922d9a41043d
98456,432354,0a13f1f52bd2f23f212706512b28ea57
753298,710421,0a28ad2826aeaf3309031e8caa5c89ec
971073,880970,0a28e8a3afd37fb36b84eefc8d293c9f
971073,701564,0a28e8a3afd37fb36b84eefc8d293c9f
880970,701564,0a28e8a3afd37fb36b84eefc8d293c9f
308814,946255,0a2ee66ce09b74cc13c0568293dc8a3e
986859,593637,0a49b4c32c7488e12435ebd807f4ee32
712007,616535,0a517d1f927438cdf2e9a51a6ef5120c
617442,288236,0a525fecc65ff1e0869ef4098f832680
762899,579023,0a5c2638b005112c881b275e499d8cf3
693408,680388,0a5e74da1cdf5286a91907c8b21e7f29
590858,625859,0a6fb2cae5fd55bb2732073d8fa121c8
107579,517516,0a722e69162d33c54971d4bf300ca733
976217,974169,0a8c1f9e22c4801c70c17469f1391ec1
530964,877789,0a904a086494bc57ec26dff9223bcc69
539441,131138,0a917380309574fc1897ceea3cddc85f
759353,421207,0aa628dc8cbce2b3a5f891b87a2bc421
912818,981589,0aab3b5f528fd2583587517bc35845c4
759456,621073,0ab4433611e61cdfdeffd23f1363e866
28419,771236,0ab557eaced7386f073cf8e66a9a2ea0
28419,958875,0ab557eaced7386f073cf8e66a9a2ea0
771236,958875,0ab557eaced7386f073cf8e66a9a2ea0
936643,947597,0ad12b1e78904047bea0a5fcfcd90946
898417,855729,0adf33458a99dfda4877983e33ebb1cc
799006,937687,0ae5f032dd6327faefa122dba2771152
334987,793287,0b03661f5756412b79bd7b950d6e169d
386589,113095,0b064e0e25ccc9998c89659f1f44716f
425260,975892,0b248129a928181e59548c8a8dad050f
799027,748261,0b30d3c80ea60d8e557b3d4ef5b693e4
658937,855471,0b3669100da5587908fbf382a3e13815
179307,778269,0b39110c13d09dc12aeaade4aec52d41
422129,615962,0b3c88be400f704deaa4aa5761ff6da5
896680,16991,0b4353bd6c17dfd0fe5cd413aa8cf401
850488,624327,0b487f076104214c3bb37753377dfe54
128280,779795,0b4ae55d2c4001b142177e76dca14bc3
95441,313619,0b650fbd7833e8efbfdc6e812c1e9a1b
622240,567080,0b666679cd5becc3eb3aaf747aaac1d8
177145,985013,0b7b607a779bf6eb8520c6a5a1049dd3
898370,149007,0b7c83d0de0a20db3da07e186131591c
485580,974981,0b8e46c9065b96c4f40e33825611fc43
972074,337556,0b8e72a16409365aac409ce5b375a05d
859256,704305,0b907efc0f53016222a3b6fb8881dcae
585032,739884,0ba0bb89df6dd22831f0d24fda72e53c
585032,681672,0ba0bb89df6dd22831f0d24fda72e53c
585032,389623,0ba0bb89df6dd22831f0d24fda72e53c
739884,681672,0ba0bb89df6dd22831f0d24fda72e53c
739884,389623,0ba0bb89df6dd22831f0d24fda72e53c
681672,389623,0ba0bb89df6dd22831f0d24fda72e53c
901914,964700,0ba22a7c40bb962df7695c9bd423cb4e
842107,579703,0bb5617c20b5ddd036b5e30f660c1ed2
427961,527183,0bb5f33259087c0be851ca4ce9312006
936483,822037,0bc5ea83efbf8eb47fd930365bfbc8ef
662672,983081,0bd23be0f6d88b9d9aea9e0b6c9413c0
964803,884733,0bd742c0ba7b655abd87dc288ef648b3
964803,465047,0bd742c0ba7b655abd87dc288ef648b3
884733,465047,0bd742c0ba7b655abd87dc288ef648b3
669760,968930,0bdc682c87f581e92e969c3b681060b0
669760,722452,0bdc682c87f581e92e969c3b681060b0
968930,722452,0bdc682c87f581e92e969c3b681060b0
684833,930980,0be2c8e30b379669723debefe35d4d7f
144825,64469,0beab1928c4ae30908624785f10ea3e6
647254,933575,0bec0da53554e82a560458f9f67c4a4b
896348,960087,0bedd33400ed3cb69f8881aedcedbe3f
978641,272708,0c073bef1c96a74dbce9e1ac08bd3369
435528,963238,0c0ab9a481dab94edf6af872523eef7e
957176,140958,0c2331110fb8163757997c6aee1b61d3
937520,969492,0c28a41156e66d7825a7c16dc6cb91ad
988681,195362,0c38e9f4e36c928a41d14e42c58b37dc
643633,183554,0c3a8848c477477a28afbfeff769c807
798889,995946,0c3cc70f8cca54d9326473a68a0152ce
433633,505821,0c3f12cff0fba87aaf6bb91ff2219649
393451,176701,0c592724984114691acdd1198d6f9066
100763,980070,0c62a620367063534b0662bdba863cc8
505205,743623,0c64695fbb39e1cee81c5ef0c70f5b68
954587,974511,0c6598b8886cfda3d0737d24cb621a5c
913568,959969,0c7ac3d76cebdeb0bc23ed9ed742127c
913568,779364,0c7ac3d76cebdeb0bc23ed9ed742127c
959969,779364,0c7ac3d76cebdeb0bc23ed9ed742127c
881259,972949,0c7b736e227e7e96275f0d7aee8aca97
421176,899152,0c8e20cd0ca4599379f69e259042f04e
825349,414439,0c9918bc41e2b577f26c754b7a0890f3
415778,694359,0cb5d8b446e77d3ec74650b21090b473
415778,193039,0cb5d8b446e77d3ec74650b21090b473
694359,193039,0cb5d8b446e77d3ec74650b21090b473
472964,16942,0ccc85ef09991ad3896b8f3487677d61
658693,684590,0ccd1c4bca28d9cffb37fcbfa35e97e6
6498,628635,0cd4321bd3b4090230b99f6e74187d89
967574,869071,0cd74316352ead824de0ab306d76d7e8
559850,756182,0ce1e19b33b84b476fc088f6d4a74d2a
850826,832237,0ce542d04da7cbf38f47f122500dfb49
820724,943221,0d045133a1a3faf6dad091f345d61a97
921761,972328,0d06d60bc04002f30921135851b3b94f
921761,948749,0d06d60bc04002f30921135851b3b94f
921761,874894,0d06d60bc04002f30921135851b3b94f
921761,963793,0d06d60bc04002f30921135851b3b94f
921761,978326,0d06d60bc04002f30921135851b3b94f
921761,986519,0d06d60bc04002f30921135851b3b94f
921761,596250,0d06d60bc04002f30921135851b3b94f
921761,485471,0d06d60bc04002f30921135851b3b94f
972328,948749,0d06d60bc04002f30921135851b3b94f
972328,874894,0d06d60bc04002f30921135851b3b94f
972328,963793,0d06d60bc04002f30921135851b3b94f
972328,978326,0d06d60bc04002f30921135851b3b94f
972328,986519,0d06d60bc04002f30921135851b3b94f
972328,596250,0d06d60bc04002f30921135851b3b94f
972328,485471,0d06d60bc04002f30921135851b3b94f
948749,874894,0d06d60bc04002f30921135851b3b94f
948749,963793,0d06d60bc04002f30921135851b3b94f
948749,978326,0d06d60bc04002f30921135851b3b94f
948749,986519,0d06d60bc04002f30921135851b3b94f
948749,596250,0d06d60bc04002f30921135851b3b94f
948749,485471,0d06d60bc04002f30921135851b3b94f
874894,963793,0d06d60bc04002f30921135851b3b94f
874894,978326,0d06d60bc04002f30921135851b3b94f
874894,986519,0d06d60bc04002f30921135851b3b94f
874894,596250,0d06d60bc04002f30921135851b3b94f
874894,485471,0d06d60bc04002f30921135851b3b94f
963793,978326,0d06d60bc04002f30921135851b3b94f
963793,986519,0d06d60bc04002f30921135851b3b94f
963793,596250,0d06d60bc04002f30921135851b3b94f
963793,485471,0d06d60bc04002f30921135851b3b94f
978326,986519,0d06d60bc04002f30921135851b3b94f
978326,596250,0d06d60bc04002f30921135851b3b94f
978326,485471,0d06d60bc04002f30921135851b3b94f
986519,596250,0d06d60bc04002f30921135851b3b94f
986519,485471,0d06d60bc04002f30921135851b3b94f
596250,485471,0d06d60bc04002f30921135851b3b94f
757681,994870,0d09fea8fdb01b2a2e57cb4a231015b1
703652,545628,0d0eb24da6c6bb74a75d819d664f97f0
639338,640452,0d1a4c83af20379bef20ef02500f3c7e
977283,712332,0d28a8c14dd3069571490caacd000c00
480106,771444,0d371ceb9247c55662fe7abb2a0049b5
112916,747798,0d3738006118ffc92f34e7f45d797c56
898019,496366,0d457dde2ea0c193cdc4827f38d703b2
984989,939494,0d4feba8bd436a5f2c7712d78a96a894
792091,760604,0d5662d072602ae11789f0056b72989c
983369,348849,0d5a08dd42f3cb97c28f4cec8547666d
711498,247919,0d640ebf98d5091b2772c8366387c104
969763,103327,0d658ba5d26857a81ae16f9132718bdc
221555,425413,0d69d75715b60034f5940596b6771c10
163516,529487,0d6a8acf4017186f449946cbd51d8ce0
704860,728055,0d7a47a86ff3f2390b6a1e5e76532a78
449640,727249,0db259447d23ba020f9a12474e31630f
875516,135623,0de32bd114362de19ac5e97e9dff4502
715363,273148,0de929bafa04471d781acdfb80b8b70b
548494,975870,0deff33e3462eaff28cd9525e03a1570
411634,716372,0df7b5714c47e1d76d741ccf2b7731d6
969561,747486,0df7b8887d758b08b40655b1d488ee77
368454,378023,0dfec3e8737f56981e8cae91e92da04b
3859,200303,0e04bf20c5c7dddbf9a0159208861e56
295412,934383,0e099bde9d2f173c154116752fcb9e14
965668,980004,0e0d761a31db62d7c1ed18707a227d1c
560837,441534,0e430891b16622dc3e383aed514651b3
960306,746263,0e488289f9fbb059b9c96bfed394bf4d
290090,5982,0e4949697b0368939aa750ee80da7820
992648,619613,0e51bce7da5fb3b195c3a90677ab9d40
992648,606341,0e51bce7da5fb3b195c3a90677ab9d40
619613,606341,0e51bce7da5fb3b195c3a90677ab9d40
731267,841285,0e5cbf76f51825e7a5b981d33472e6da
21409,32827,0e63bab10e92bb87a5ad86c21e4fc4e4
21409,941057,0e63bab10e92bb87a5ad86c21e4fc4e4
32827,941057,0e63bab10e92bb87a5ad86c21e4fc4e4
818512,830814,0e646b656856d610e936ad31f2b82833
569433,564453,0e98c3a550741539ea1be30d9c5ac883
592645,890365,0ea791b305a3cb6adb66d9a20bd11355
