zero_balance_count,avg_balance_duration_hours,max_balance,balance_volatility,uturn_ratio,pulse_count,user_id,label
3,72.96407407407408,49606.71658759085,18802.25186067918,0.1,0,524639,0
0,0.0,50000.0,15811.388300841896,0.0,0,354,0
3,80.4699074074074,29771.043315143997,11974.277812173628,0.1111111111111111,0,361,0
5,0.0,-6339.8363700000045,15077.413818325133,0.2,0,786793,0
0,0.0,0.0,0.0,0.0,0,786794,0
1,0.0,-418.0,0.0,0.0,0,524653,0
19,50.08064814814815,20000.0,27305.7780387936,0.2,0,373,0
1,0.0,83643.0,58880.076502223594,0.5,0,374,0
162,26.615972222222222,40951.4079611816,467895.4626029518,0.12871287128712872,0,381,0
1,0.006111111111111111,14000.0,7905.065119310164,0.3333333333333333,0,786820,0
13,0.0,-29482.658500000005,102715.13260763715,0.15384615384615385,0,391,0
0,0.0,100000.0,35355.33905932738,0.0,0,262536,0
5,31.210277777777776,257628.68099999998,148613.2824658661,0.45454545454545453,0,397,0
1,0.01638888888888889,20000.0,11695.633299557036,0.3333333333333333,0,403,0
0,0.0,80000.0,28284.2712474619,0.0,0,524692,0
4,20.222708333333333,49890.83388819072,21865.681040188414,0.4166666666666667,0,405,0
104,35.366388888888885,29950.0,18120.074207078113,0.2545454545454545,0,413,0
1,0.0,-1702967.0,0.0,0.0,0,262562,0
0,0.0,20000.0,8667.714923784699,0.0,0,524713,0
6,0.0,1875.199999999997,160515.5499088374,0.0,0,433,0
1,0.0,-1529.0,0.0,0.0,0,524727,0
1,2.226111111111111,25000.0,12911.514559299241,0.3333333333333333,0,524729,0
1,0.03638888888888889,100000.0,58204.70501035778,0.0,0,442,0
2,42.02166666666667,4000.0,1813.267993781009,0.0,0,524731,0
2,0.0,324.69857200000115,9437.047101715663,0.0,0,786879,0
12,27.949074074074073,74078.38110104958,26174.408947701973,0.36666666666666664,0,460,0
0,0.0,0.0,0.0,0.0,0,524748,0
2,0.0,57.201492600000165,1786.8588360584056,0.0,0,262609,0
1,0.01861111111111111,50000.0,29309.599613664202,0.3333333333333333,0,524757,0
0,0.0,1000.0,0.0,0.0,0,477,0
0,0.0,300000.0,93541.43466934853,0.0,0,481,0
1,0.0811111111111111,35000.0,20433.510978877912,0.0,0,489,0
1,0.0,2269.525140400001,28353.567712018183,0.0,0,491,0
2,0.0,-69381.0,39266.34666607017,0.0,0,786926,0
3,45.495925925925924,4823.6284800435,2316.128786641477,0.0,0,786928,0
14,0.0,-5050.31076,70958.00797750638,0.07142857142857142,0,500,0
1,0.0,-2415.0,0.0,0.0,0,786936,0
1,0.16472222222222221,45283.30699787277,352720.8962168429,0.2857142857142857,0,505,0
5,0.0,966.3295840250066,27489.20406405764,0.2,0,506,0
1,0.052222222222222225,115000.0,66947.7895735839,0.3333333333333333,0,508,0
1,0.014166666666666666,1300.0,760.5759876578459,0.0,0,262659,0
14,55.48898148148149,27193.54961266418,22397.31506241472,0.3,0,517,0
2,0.0,11.62811750000003,15656.758349032536,0.0,0,524805,0
0,0.0,0.0,0.0,0.0,0,786951,0
3,0.0,29.544900000000098,3466.585832390903,0.0,0,786963,0
2,0.0,-34284.0,20716.107368422283,0.0,0,538,0
2,3.85125,30000.0,11069.516850039967,0.14285714285714285,0,541,0
2,53.65375,97127.19504916656,35767.12065597621,0.18181818181818182,0,262686,0
0,0.0,30000.0,0.0,0.0,0,786978,0
2,67.72736111111112,2943.894930578,1371.6784798526003,0.0,0,262691,0
2,0.0,5.718018000000029,1435.4267658086915,0.0,0,524835,0
2,682.8697222222222,10000.0,5569.876895867432,0.0,0,786981,0
3,0.0,2913.800000000003,563551.1300472951,0.25,0,550,0
7,0.0,400.0,891.0521546798251,0.0,0,524843,0
65,29.579621212121207,96103.45629999999,29973.296933148922,0.30097087378640774,0,559,0
4,0.0,-9198.864,24388.12357568212,0.0,0,524847,0
1,0.02388888888888889,30000.0,17756.45030406791,0.3333333333333333,0,786992,0
5,0.0,130.94482900000003,6028.4056336126005,0.0,0,564,0
4,171.4632638888889,50000.0,18733.357736000908,0.08333333333333333,0,524854,0
1,0.005,10000.0,5809.380707194372,0.0,0,262710,0
0,0.0,20000.0,0.0,0.0,0,572,0
8,31.01861111111111,1383.42393,701.8874771693745,0.0,0,787007,0
4,0.0,13199.529064800008,221506.05356806968,0.2,0,576,0
2,0.0,5599.542720355999,4222.363355173602,0.0,0,577,0
1,0.0,-92218.0,0.0,0.0,0,578,0
8,98.85842592592593,19701.637862224,15198.504535657477,0.14285714285714285,0,787014,0
2,0.0,10000.0,6087.702796590839,0.0,0,524870,0
1,2.319166666666667,50000.0,25263.00517375521,0.0,0,587,0
1,0.0,1200.0,2224.5579336128785,0.0,0,787020,0
1,0.0,4242.391910200007,118685.75190181844,0.0,0,589,0
0,0.0,0.0,0.0,0.0,0,787024,0
3,130.91537037037037,10000.0,3930.5019126578086,0.0,0,262745,0
7,0.0,1550.0,129367.3375751612,0.0,0,262746,0
3,0.0,-742.0,794.3109706075348,0.0,0,606,0
1,0.0,0.44862400000000235,0.0,0.0,0,262761,0
0,0.0,10000.0,0.0,0.0,0,622,0
1,0.0,1398.0,43414.942151291645,0.0,0,630,0
4,0.0,666.8226976000005,14875.560462032301,0.0,0,640,0
0,0.0,101000.0,45978.2557302906,0.0,0,262788,0
1,0.014166666666666666,10000.0,5855.857931285583,0.0,0,262796,0
1,0.11861111111111111,500000.0,230785.0562623975,0.4,0,655,0
7,0.0,23.115513799999917,165.7320234940256,0.0,0,262805,0
10,67.42358333333333,5050.0,1762.2684267533552,0.0,0,787101,0
10,0.0,12025.698629999999,250336.28542861575,0.5454545454545454,0,674,0
2,26.605,6300.0,3177.5044517247284,0.0,0,787107,0
1,0.0,-960.0,0.0,0.0,0,262820,0
3,38.286944444444444,115789.73410329998,34339.77812231949,0.21739130434782608,0,787114,0
20,110.458,5000.0,15838.732141768476,0.0,0,787116,0
3,0.0,-3111.1097999999997,2381.483479415534,0.0,0,262834,0
0,0.0,20500.0,0.0,0.0,0,698,0
6,0.0,517.7818110999979,15950.39926282741,0.16666666666666666,0,262847,0
1,0.0,-684.131788134,0.0,0.0,0,706,0
4,4.1819444444444445,2165.0,59479.00238554514,0.0,0,262861,0
2,0.0,190.0,3.3875460732825995,0.0,0,787150,0
0,0.0,1600.0,0.0,0.0,0,722,0
0,0.0,0.0,0.0,0.0,0,787161,0
0,0.0,0.0,0.0,0.0,0,787162,0
0,0.0,25545.0,9497.021024159805,0.0,0,787169,0
16,0.005277777777777778,60000.0,69306.24856786599,0.3888888888888889,0,744,0
5,127.77270833333334,39000.0,17885.285167943435,0.7,4,787177,0
1,0.0,10000.0,9507.757779834317,0.0,0,750,0
28,40.84564814814815,952824.04,1049960.7921559466,0.525,0,756,0
3,36.193333333333335,3546.2657769096,1689.1021426200696,0.0,0,787202,0
0,0.0,100000.0,0.0,0.0,0,773,0
15,0.0,28.371000000000095,16446.678080954174,0.0,0,774,0
1,0.0,30000.0,21114.977662561905,0.5,0,778,0
3,0.0,900.0,527.6186001687028,0.0,0,262934,0
10,71.83002777777777,187581.780400271,60247.36136354761,0.43333333333333335,0,801,0
1,0.0,1000.0,701.5701238822145,0.0,0,262955,0
29,0.0,736.7585785999981,142278.0818903082,0.10344827586206896,0,813,0
2,214.71194444444444,1530.3337016771497,1366.8329915061713,0.0,0,816,0
1,0.0,3638.549241600005,108378.96345924333,0.0,0,824,0
1,0.0,-10000.0,0.0,0.0,0,828,0
0,0.0,40000.0,7071.067811865475,0.0,0,787265,0
6,0.0,668.0999999999985,125425.3706983098,0.0,0,834,0
2,186.1561111111111,15092.854320688,7582.790242883425,0.2,0,833,0
7,0.0,-8267.163605900016,193642.2429033222,0.14285714285714285,0,837,0
5,79.93458333333334,104624.48655143,54137.90567569744,0.25,0,846,0
5,214.48731481481482,1551.7073299999997,617.5719409594667,0.0,0,787311,0
1,0.0,100.0,0.0,0.0,0,885,0
25,66.47516666666667,2788.9672097,5663.423637458621,0.0,0,787321,0
1,0.0,10000.0,7034.127221883905,0.0,0,787324,0
0,0.0,168817.208927885,32788.17771276699,0.0,0,898,0
25,0.0,501.0,36326.80376875788,0.04,0,899,0
4,142.23458333333332,52536.14028086734,24512.665786769365,0.2222222222222222,0,525199,0
11,28.335277777777776,200000.0,234950.69910513103,0.29411764705882354,0,263055,0
0,0.0,0.0,0.0,0.0,0,917,0
1,0.058333333333333334,7000.0,4078.6075179009845,0.0,0,935,0
3,288.4533333333333,1007.28255555,549.093579765896,0.0,0,263081,0
3,0.024444444444444446,10000.0,8072.997184972885,0.0,0,787374,0
9,0.0,287.99485600000116,5020.5928048027035,0.0,0,263093,0
1,0.2152777777777778,4911.211807101092,43775.60079703624,0.0,0,950,0
1,0.030833333333333334,30000.0,13086.724358852376,0.0,0,787386,0
2,0.0,75.43291599999975,1788.9801564019651,0.0,0,787391,0
36,35.17287037037037,4755.16528,11643.065237120922,0.047619047619047616,0,787393,0
3,0.16722222222222222,25000.0,14842.247630904118,0.2,0,525252,0
0,0.0,43000.0,20000.0,0.0,0,525253,0
1,0.0022222222222222222,6000.0,3487.287624532102,0.0,0,787408,0
4,119.18481481481483,19863.8052,14371.145705631852,0.3,0,787414,0
1,0.0,500.0,0.0,0.0,0,263128,0
45,0.0,100.0,141035.25552649263,0.4222222222222222,0,263145,0
1,0.0,6000.0,4232.209293358829,0.0,0,525295,0
4,0.3422222222222222,100000.0,70005.63405528627,0.2222222222222222,0,1021,0
0,0.0,10000.0,2171.8626558395913,0.0,0,787456,0
9,67.36965277777779,10000.0,2824.6293025983364,0.0,0,525314,0
1,0.33666666666666667,1924.68,823.2227963119874,0.0,0,1027,0
1,0.0,-8518.476,0.0,0.0,0,787463,0
1,0.0,-21821.0,0.0,0.0,0,1047,0
2,108.50666666666666,33000.0,15074.476375087,0.3333333333333333,0,263192,0
6,0.0,50.01371199999994,2816.419601390812,0.0,0,1056,0
1,0.006944444444444444,2500.0,1461.6955735817448,0.0,0,787490,0
12,0.0025,1300.0,876.4054361653211,0.0,0,1066,0
1,0.15722222222222224,3100.0,1807.8102230060092,0.0,0,1067,0
2,0.2697222222222222,6201.0,2352.378643697654,0.0,0,263219,0
2,0.0,3500.0,3897.9377688645072,0.0,0,263222,0
1,0.08166666666666667,3000.0,1754.0988687028998,0.0,0,787519,0
4,66.93659722222222,5729.6036027,2509.9607563464383,0.0,0,1090,0
1,0.03166666666666667,5000.0,2915.4781661214133,0.0,0,787524,0
7,0.0,342.14022699999987,9131.566230009785,0.0,0,787525,0
0,0.0,0.0,0.0,0.0,0,1097,0
1,0.22694444444444445,3000.0,1451.4957833342023,0.0,0,525398,0
10,32.095555555555556,15401.346,48438.50684615311,0.1875,1,263263,0
5,58.93055555555556,2984.9306100090002,1927.677395384207,0.0,0,525413,0
16,0.0,985.5,115132.36799974646,0.0625,0,787565,0
0,0.0,8000.0,0.0,0.0,0,787566,0
1,0.0,1947.9935154999985,71376.0655997513,0.0,0,1140,0
33,42.06675925925926,18055.393143588,4472.596494181706,0.02564102564102564,0,525429,0
1,0.0,-15384.161540999996,0.0,0.0,0,787573,0
1,0.0,5000.0,3539.2035065772766,0.0,0,525431,0
5,37.46244444444444,18957.938141307997,8029.305194875915,0.3333333333333333,0,787576,0
3,0.009444444444444445,3500.0,5727.280417108715,0.0,0,1155,0
0,0.0,10000.0,0.0,0.0,0,787589,0
7,0.0,656.3611570000066,98693.5933514382,0.0,0,1158,0
0,0.0,250000.0,64549.72243679028,0.0,0,525446,0
1,0.04472222222222222,10000.0,5834.148701017896,0.0,0,787595,0
0,0.0,8942.648873826605,1058.6133720310897,0.0,0,1164,0
2,0.0,-771.0355142000008,17659.04716547436,0.0,0,525461,0
0,0.0,1000.0,0.0,0.0,0,525478,0
6,7.645277777777777,1640.0,648.3700366830443,0.0,0,525486,0
2,0.0,-391.18080000000003,40935.46707532365,0.0,0,1198,0
1,6.885,38000.0,22371.884740386453,0.3333333333333333,0,525490,0
1,0.006388888888888889,5000.0,2918.192285573085,0.0,0,787635,0
7,0.0,-122019.05040000001,194669.8846996589,0.14285714285714285,0,1207,0
3,46.54277777777778,1181.993637415,577.9958379734023,0.0,0,263351,0
2,0.0,1409.9060000000027,91805.61916535029,0.0,0,1211,0
3,0.0,-437.0,100000.0,0.3333333333333333,0,1212,0
2,0.0,-169.8268535999996,6349.193529817918,0.0,0,1221,0
0,0.0,0.0,0.0,0.0,0,263367,0
3,0.05638888888888889,4000.0,2566.1310968191765,0.0,0,787661,0
6,0.0,-81.01599999999962,7680.489168927314,0.0,0,1239,0
3,506.71472222222224,12051.738000000001,9122.027539071281,0.2,0,263389,0
1,0.1322222222222222,116658.52499723999,42095.683368167876,0.125,0,787677,0
9,0.0,412.7381999999998,37669.3638245578,0.0,0,1250,0
5,0.0,500.0,360.63826246954665,0.0,0,787683,0
1,0.0,1000.0,704.058852984836,0.0,0,787692,0
2,0.020555555555555556,4000.0,4284.5984303415225,0.0,0,525549,0
3,77.4262037037037,7120.0,3122.2871442987957,0.0,0,787695,0
0,0.0,60000.0,8862.094442789401,0.0,0,787699,0
3,0.0,426.0,8679.691542778723,0.0,0,525560,0
0,0.0,0.0,0.0,0.0,0,525561,0
3,35.10277777777778,3451.2619168552005,1909.6073633522788,0.0,0,1284,0
23,0.0,38.30112000000008,6631.037464271658,0.0,0,787718,0
2,18.871111111111112,5929.8795359999995,2688.0116657673657,0.0,0,1289,0
1,0.0022222222222222222,7000.0,4155.60465030384,0.0,0,525577,0
2,0.0,644.4779999999992,15268.556726161121,0.0,0,525580,0
1,122.61972222222222,4000.0,4958.588055005753,0.0,0,1296,0
2,0.0,109.02561119999973,4768.02102554089,0.0,0,787729,0
4,1.5491666666666666,15000.0,7715.238260998085,0.16666666666666666,0,1303,0
2,0.0,664.1800038000001,26891.270888524403,0.0,0,525593,0
3,0.0,62981.271924999994,37812.90123754061,0.0,0,1311,0
1,0.0,-49851.0,0.0,0.0,0,1318,0
2,0.0,1000.0,584.1236011779419,0.0,0,787751,0
1,0.0,-123.33204449999994,0.0,0.0,0,1320,0
10,0.0,535.2432696000033,79230.03436801273,0.0,0,1323,0
6,0.0,-46380.0,30201.702082277858,0.16666666666666666,0,1328,0
24,8.765,108562.579604,129561.65639347243,0.13793103448275862,0,1331,0
13,0.0,489.0600000000013,16793.671129005434,0.23076923076923078,0,525620,0
6,0.0,-150341.43726,61877.25090879976,0.16666666666666666,0,1333,0
2,214.8438888888889,100000.0,48263.868659367,0.2857142857142857,0,263478,0
1,0.03388888888888889,30000.0,12860.653121640886,0.0,0,787767,0
8,0.0,-747.0,8147.075412325421,0.0,0,1336,0
13,54.91983333333333,31069.649990157,7791.827080462835,0.2916666666666667,4,1339,0
3,0.0,1269.188000000002,42520.26730134531,0.0,0,1345,0
3,0.0,1693.4455999999918,47389.801479707065,0.0,0,1348,0
2,0.10194444444444445,30000.0,16314.826711355148,0.2,0,787780,0
1,0.0,-11000.0,0.0,0.0,0,787781,0
1,0.0,-3325.5303076,0.0,0.0,0,787783,0
1,0.0,-6030.0,0.0,0.0,0,1355,0
0,0.0,3000.0,0.0,0.0,0,1356,0
69,5.523333333333333,17783.475865199995,111396.63897620638,0.19718309859154928,0,525649,0
0,0.0,0.0,0.0,0.0,0,787793,0
1,0.017222222222222222,175900.0,67373.44529405724,0.2,0,525651,0
1,0.0,30600.0,21584.270472520766,0.5,0,1364,0
1,0.0,6000.0,4931.178705093058,0.0,0,787795,0
2,0.0,34347.08114999998,281446.63598122064,0.6666666666666666,0,1372,0
0,0.0,190000.0,50971.560358235445,0.0,0,1375,0
6,0.005555555555555556,3845.620571804233,208190.94991687822,0.0,0,1400,0
0,0.0,80000.0,17844.060222650707,0.0,0,1403,0
9,1.35625,1985.0,4209.092298067527,0.0,0,1409,0
5,0.0,2643.4405000000042,14057.496903235226,0.16666666666666666,0,1411,0
3,0.0,800.0,468.2504629964464,0.0,0,525704,0
7,80.47246031746032,30000.0,10898.239399524049,0.2857142857142857,0,1424,0
0,0.0,20000.0,0.0,0.0,0,1430,0
1,0.0,1500.0,1055.5419057932797,0.0,0,525724,0
32,7.876736111111111,50000.0,63913.507641902856,0.45,0,1439,0
1,0.0,-2798.0,0.0,0.0,0,1442,0
2,479.2138888888889,7000.0,3541.187485585614,0.0,0,787877,0
0,0.0,100000.0,35355.33905932738,0.0,0,1446,0
0,0.0,0.0,0.0,0.0,0,787879,0
1,0.09694444444444444,3000.0,1765.2885015355978,0.0,0,525746,0
1,0.0,-46.34999999999991,0.0,0.0,0,1466,0
14,89.45118055555557,32037.479334271004,17672.633175346407,0.18181818181818182,0,1471,0
5,82.11791666666667,9965.8207948,4914.339806043062,0.07692307692307693,0,787904,0
6,104.46976851851853,5958.717184800001,2351.3125671936054,0.0,0,1476,0
3,76.9413888888889,9336.898188432,3954.1481291803507,0.0,0,525765,0
1,318.52944444444444,20000.0,8566.092071287469,0.0,0,525767,0
2,9.868333333333334,100000.0,44874.16902402486,0.625,0,1481,1
0,0.0,777177.0502,284802.42265503365,0.0,0,525778,0
1,0.0,10000.0,7455.733900830957,0.0,0,787925,0
5,82.10277777777779,10000.0,4108.697324055697,0.0,0,787926,0
165,0.7781944444444444,31497.324,185569.81681470666,0.2413793103448276,0,525784,0
6,0.0,-495000.0,572079.3910028085,0.16666666666666666,0,1507,0
3,157.0934259259259,10055.73566,3946.4158904293113,0.0,0,525798,0
2,0.0,595.8500000000022,18405.989514285833,0.0,0,1524,0
27,32.73694444444445,33775.661376128,71061.85219840163,0.21212121212121213,0,1527,0
3,161.93069444444444,10000.0,3984.7429023032137,0.0,0,263676,0
2,0.0,633.082022999999,17996.57468797882,0.0,0,525824,0
3,17.703703703703706,49852.987121000006,25500.30541199465,0.2727272727272727,0,525831,0
1,0.0,3000.0,2121.426170171112,0.0,0,1546,0
2,0.0,-1659.2345,119101.71501640833,0.0,0,525838,0
1,0.0,20000.0,13788.582233137677,0.0,0,1553,0
1,0.08,4100.0,2399.019701968377,0.0,0,1555,0
0,0.0,5000.0,1414.213562373095,0.0,0,525853,0
1,0.0,-261438.0,0.0,0.0,0,1568,0
1,0.0,-118024.0,0.0,0.0,0,525858,0
3,0.0,-10000.0,13228.756555322952,0.0,0,1572,0
1,0.0,-2486.0,0.0,0.0,0,788009,0
1,0.0,-210.86136352722,0.0,0.0,0,788012,0
8,0.0,1302.3300936,365.0832960744958,0.0,0,788013,0
1,0.0,-4981.28,0.0,0.0,0,1582,0
15,111.6025,4952.485,7307.0628420561425,0.058823529411764705,0,1588,0
4,197.16416666666666,1903.72957027672,1183.7358381267818,0.0,0,788024,0
2,142.41180555555556,19510.0,9284.951338165913,0.16666666666666666,0,1596,0
1,0.0,-19121.0,0.0,0.0,0,525885,0
69,0.0,1485.0,32505.761608763903,0.5142857142857142,0,263744,0
0,0.0,200000.0,70710.67811865476,0.0,0,1600,0
1,0.0,-6297.0,0.0,0.0,0,263747,0
2,0.0,7.868028000000038,378.3021279348029,0.0,0,1606,0
2,4.27,40000.0,23068.549342342823,0.75,1,788047,0
4,0.0,1000.0,14177.209917872733,0.0,0,1621,0
2,0.0,-12863.6346,140518.48821654366,0.0,0,525912,0
1,0.0,1583.0,2121.3203435596424,0.0,0,788062,0
1,0.0,1510.0,43451.00459713216,0.0,0,525928,0
3,11.244166666666667,100000.0,46280.52340822732,0.625,0,263793,0
2,73.69708333333334,29988.0,14092.729638283954,0.16666666666666666,0,525941,0
3,31.755925925925922,3200.0,1621.464641021016,0.0,0,1659,0
1,0.0,-2306.0,0.0,0.0,0,1661,0
1,0.0,-213000.0,0.0,0.0,0,1663,0
13,76.72083333333333,1531.6719523860002,442.07207612141275,0.0,0,1667,0
1,0.07055555555555555,500000.0,295272.96203860804,0.6666666666666666,0,1672,0
13,47.20425925925927,975052.2298808,259892.51788019392,0.4634146341463415,0,525961,0
14,24.967777777777776,4649.9556759179995,2739.2410223535885,0.0,0,1681,0
0,0.0,0.0,0.0,0.0,0,788114,0
4,124.09590277777778,25018.3030493476,8695.587000199317,0.3125,0,525973,0
3,0.0,-1830.0,2629.6880043077354,0.0,0,1686,0
3,39.895833333333336,7391.616959400009,58660.68195144483,0.0,0,1687,0
2,171.80013888888888,196067.97856224,89479.53344234382,0.3333333333333333,0,263853,0
4,155.95680555555555,100000.0,50598.64185852555,0.25,0,526000,0
5,0.0,1161.234185999987,116466.88282368798,0.0,0,1718,0
3,0.0,1000.0,33692.72734885505,0.0,0,1722,0
1,0.0,2000.0,1060.6601717798212,0.0,0,788154,0
5,0.0,29.290572399999974,11.333622326589088,0.0,0,1733,0
2,0.0,60.40000000000009,1738.0684681565338,0.0,0,526022,0
19,0.0,476.41999999999825,498757.92940354673,0.10526315789473684,0,1736,0
4,36.65814814814815,30000.0,11081.813048498465,0.75,3,263880,0
1,0.014444444444444444,14000.0,8198.715566729466,0.3333333333333333,0,1748,0
0,0.0,6055.0,31.46956201368766,0.0,0,263902,0
1,0.0,-10429.0,0.0,0.0,0,788194,0
4,0.011944444444444445,3100.0,1846.7707712324623,0.0,0,1765,0
4,329.59833333333336,2985.7834580000003,1362.136737470368,0.0,0,526054,0
32,0.0,386.67199999999866,147112.20315344862,0.25,0,1767,0
0,0.0,18666.0,0.0,0.0,0,1771,0
1,0.0,-51095.0,0.0,0.0,0,526059,0
1,0.05333333333333334,5000.0,2895.7238099178244,0.0,0,526078,0
1,0.33555555555555555,1600.0,933.9840356363198,0.0,0,526083,0
2,0.0,779.1532012000025,19792.625912192652,0.0,0,1796,0
0,0.0,20772.0,5142.080512788573,0.0,0,1808,0
1,0.0,-74909.0,0.0,0.0,0,788244,0
13,101.44388888888889,2210.4218455749997,742.9482828393692,0.0,0,788253,0
2,0.0,150.69999999999982,53.10371926710965,0.0,0,526115,0
2,0.0,-1826.0356931999995,70656.14747749714,0.0,0,1828,0
1,0.0,-1709.9716602409399,0.0,0.0,0,1827,0
0,0.0,50000.0,5246.987823293601,0.0,0,526119,0
