user_id,label,label_name,reg_source,total_trades,web_ratio,app_ratio,api_ratio,interface_diversity,transitions,transition_rate,dominant_source,api_only
248119,0,正常,APP,15,0.0,1.0,0.0,1,0,0.0,APP,0
250036,0,正常,APP,33,0.0,1.0,0.0,1,0,0.0,APP,0
251124,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
253553,0,正常,WEB,7,0.0,1.0,0.0,1,0,0.0,APP,0
256406,0,正常,APP,5,0.0,1.0,0.0,1,0,0.0,APP,0
268332,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
277518,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
278029,0,正常,APP,9,0.0,1.0,0.0,1,0,0.0,APP,0
281129,1,黑名單,WEB,5,0.0,1.0,0.0,1,0,0.0,APP,0
286279,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
287063,0,正常,APP,12,0.0,1.0,0.0,1,0,0.0,APP,0
292829,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
309229,0,正常,WEB,11,0.0,1.0,0.0,1,0,0.0,APP,0
309307,0,正常,WEB,6,0.0,1.0,0.0,1,0,0.0,APP,0
310053,0,正常,APP,8,0.0,1.0,0.0,1,0,0.0,APP,0
321276,-1,未標記,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
323546,0,正常,APP,12,0.0,1.0,0.0,1,0,0.0,APP,0
324017,0,正常,APP,7,0.0,1.0,0.0,1,0,0.0,APP,0
327820,-1,未標記,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
328561,-1,未標記,APP,10,0.0,1.0,0.0,1,0,0.0,APP,0
334213,-1,未標記,APP,15,0.0,1.0,0.0,1,0,0.0,APP,0
337074,0,正常,WEB,1,0.0,1.0,0.0,1,0,0.0,APP,0
343078,-1,未標記,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
344606,0,正常,WEB,24,0.0,0.0,1.0,1,0,0.0,API,1
358342,-1,未標記,API,1,0.0,1.0,0.0,1,0,0.0,APP,0
358439,0,正常,API,10,0.0,1.0,0.0,1,0,0.0,APP,0
360625,0,正常,API,1,0.0,1.0,0.0,1,0,0.0,APP,0
362971,0,正常,API,2,0.0,1.0,0.0,1,0,0.0,APP,0
364731,-1,未標記,API,6,0.0,1.0,0.0,1,0,0.0,APP,0
366128,0,正常,API,3,0.0,1.0,0.0,1,0,0.0,APP,0
377865,0,正常,API,4,1.0,0.0,0.0,1,0,0.0,WEB,0
381741,-1,未標記,API,6,0.0,1.0,0.0,1,0,0.0,APP,0
383586,0,正常,APP,7,0.0,1.0,0.0,1,0,0.0,APP,0
387896,-1,未標記,APP,10,0.0,1.0,0.0,1,0,0.0,APP,0
393590,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
407061,-1,未標記,APP,20,0.0,1.0,0.0,1,0,0.0,APP,0
407397,-1,未標記,APP,5,0.0,1.0,0.0,1,0,0.0,APP,0
412404,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
415468,0,正常,APP,23,0.0,1.0,0.0,1,0,0.0,APP,0
416658,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
416772,-1,未標記,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
420565,0,正常,WEB,13,0.0,1.0,0.0,1,0,0.0,APP,0
420769,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
420859,0,正常,APP,6,0.0,1.0,0.0,1,0,0.0,APP,0
427807,0,正常,WEB,5,0.0,1.0,0.0,1,0,0.0,APP,0
428164,0,正常,WEB,12,0.0,1.0,0.0,1,0,0.0,APP,0
429514,0,正常,APP,6,0.0,1.0,0.0,1,0,0.0,APP,0
432052,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
439456,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
439731,0,正常,WEB,4,0.0,1.0,0.0,1,0,0.0,APP,0
443588,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
446877,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
449365,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
450564,0,正常,APP,30,0.0,1.0,0.0,1,0,0.0,APP,0
454681,0,正常,WEB,2,0.0,1.0,0.0,1,0,0.0,APP,0
457174,0,正常,WEB,18,0.0,1.0,0.0,1,0,0.0,APP,0
462866,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
463049,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
469440,0,正常,WEB,2,0.0,1.0,0.0,1,0,0.0,APP,0
480395,0,正常,WEB,2,0.0,1.0,0.0,1,0,0.0,APP,0
485550,0,正常,APP,16,0.0,1.0,0.0,1,0,0.0,APP,0
490360,0,正常,APP,22,0.0,1.0,0.0,1,0,0.0,APP,0
493490,0,正常,APP,7,0.0,1.0,0.0,1,0,0.0,APP,0
497639,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
504159,0,正常,APP,28,0.0,1.0,0.0,1,0,0.0,APP,0
506881,-1,未標記,WEB,1,0.0,1.0,0.0,1,0,0.0,APP,0
511876,0,正常,APP,6,0.0,1.0,0.0,1,0,0.0,APP,0
521953,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
530002,0,正常,APP,20,0.0,1.0,0.0,1,0,0.0,APP,0
532799,0,正常,APP,5,0.0,1.0,0.0,1,0,0.0,APP,0
539466,0,正常,APP,14,0.0,1.0,0.0,1,0,0.0,APP,0
541320,-1,未標記,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
541339,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
545702,0,正常,APP,6,0.0,1.0,0.0,1,0,0.0,APP,0
546377,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
547120,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
550769,0,正常,APP,35,0.0,1.0,0.0,1,0,0.0,APP,0
554389,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
554936,0,正常,APP,22,0.0,1.0,0.0,1,0,0.0,APP,0
556210,0,正常,APP,13,0.0,1.0,0.0,1,0,0.0,APP,0
556387,-1,未標記,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
556959,0,正常,APP,6,0.0,1.0,0.0,1,0,0.0,APP,0
560852,0,正常,APP,15,0.0,1.0,0.0,1,0,0.0,APP,0
565634,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
570546,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
578701,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
579522,-1,未標記,APP,36,0.0,1.0,0.0,1,0,0.0,APP,0
580394,-1,未標記,APP,5,0.0,1.0,0.0,1,0,0.0,APP,0
585017,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
585419,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
585640,0,正常,WEB,14,0.0,1.0,0.0,1,0,0.0,APP,0
585955,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
591015,-1,未標記,WEB,8,0.875,0.125,0.0,2,2,0.25,WEB,0
592579,-1,未標記,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
593691,-1,未標記,WEB,3,0.0,1.0,0.0,1,0,0.0,APP,0
595779,0,正常,APP,9,0.0,1.0,0.0,1,0,0.0,APP,0
596320,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
596622,0,正常,WEB,3,0.0,1.0,0.0,1,0,0.0,APP,0
597874,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
601487,0,正常,WEB,33,0.0,1.0,0.0,1,0,0.0,APP,0
605093,0,正常,APP,12,0.0,1.0,0.0,1,0,0.0,APP,0
607903,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
614757,0,正常,APP,4,0.25,0.75,0.0,2,2,0.5,APP,0
617540,0,正常,WEB,8,0.0,1.0,0.0,1,0,0.0,APP,0
622232,0,正常,WEB,3,0.0,1.0,0.0,1,0,0.0,APP,0
623863,0,正常,APP,7,0.0,1.0,0.0,1,0,0.0,APP,0
624006,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
624771,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
634778,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
636709,-1,未標記,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
639692,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
645790,0,正常,APP,12,0.0,1.0,0.0,1,0,0.0,APP,0
647796,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
648921,0,正常,APP,8,0.0,1.0,0.0,1,0,0.0,APP,0
650256,0,正常,APP,14,0.0,1.0,0.0,1,0,0.0,APP,0
656079,0,正常,WEB,6,0.0,1.0,0.0,1,0,0.0,APP,0
659289,-1,未標記,WEB,34,0.0,1.0,0.0,1,0,0.0,APP,0
660836,0,正常,APP,8,0.0,1.0,0.0,1,0,0.0,APP,0
662217,0,正常,WEB,3,0.0,1.0,0.0,1,0,0.0,APP,0
663203,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
668948,0,正常,APP,6,0.0,1.0,0.0,1,0,0.0,APP,0
669906,0,正常,APP,13,0.0,1.0,0.0,1,0,0.0,APP,0
670849,-1,未標記,WEB,9,0.0,1.0,0.0,1,0,0.0,APP,0
682317,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
683694,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
695625,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
699131,0,正常,WEB,6,0.0,1.0,0.0,1,0,0.0,APP,0
699410,0,正常,WEB,6,0.0,1.0,0.0,1,0,0.0,APP,0
699719,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
701143,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
712619,-1,未標記,APP,9,0.0,1.0,0.0,1,0,0.0,APP,0
718265,0,正常,APP,37,0.0,1.0,0.0,1,0,0.0,APP,0
725731,0,正常,APP,7,0.0,1.0,0.0,1,0,0.0,APP,0
728764,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
729646,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
730097,-1,未標記,WEB,4,0.0,1.0,0.0,1,0,0.0,APP,0
732644,0,正常,APP,8,0.0,1.0,0.0,1,0,0.0,APP,0
734868,0,正常,APP,23,0.0,1.0,0.0,1,0,0.0,APP,0
735930,0,正常,APP,16,0.0,1.0,0.0,1,0,0.0,APP,0
735990,0,正常,APP,7,0.0,1.0,0.0,1,0,0.0,APP,0
736196,0,正常,WEB,4,0.0,1.0,0.0,1,0,0.0,APP,0
736504,0,正常,WEB,2,0.0,1.0,0.0,1,0,0.0,APP,0
737565,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
737719,0,正常,APP,6,0.0,1.0,0.0,1,0,0.0,APP,0
738074,0,正常,WEB,10,0.0,1.0,0.0,1,0,0.0,APP,0
738524,-1,未標記,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
740121,-1,未標記,APP,19,0.0,1.0,0.0,1,0,0.0,APP,0
745655,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
745827,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
747051,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
750875,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
756152,-1,未標記,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
756647,0,正常,APP,11,0.0,1.0,0.0,1,0,0.0,APP,0
760614,0,正常,WEB,2,0.0,1.0,0.0,1,0,0.0,APP,0
760683,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
762059,-1,未標記,APP,7,0.0,1.0,0.0,1,0,0.0,APP,0
764838,0,正常,WEB,20,0.0,1.0,0.0,1,0,0.0,APP,0
771120,0,正常,APP,34,0.0,1.0,0.0,1,0,0.0,APP,0
774291,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
775747,-1,未標記,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
781132,-1,未標記,APP,9,0.0,1.0,0.0,1,0,0.0,APP,0
781822,0,正常,APP,14,0.0,1.0,0.0,1,0,0.0,APP,0
783386,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
789066,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
791113,0,正常,APP,10,0.0,1.0,0.0,1,0,0.0,APP,0
792091,0,正常,APP,9,0.0,1.0,0.0,1,0,0.0,APP,0
793503,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
798181,0,正常,APP,16,0.0,1.0,0.0,1,0,0.0,APP,0
801588,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
811363,0,正常,WEB,1,0.0,1.0,0.0,1,0,0.0,APP,0
818242,0,正常,APP,25,0.0,1.0,0.0,1,0,0.0,APP,0
818823,0,正常,APP,5,0.0,1.0,0.0,1,0,0.0,APP,0
819869,-1,未標記,APP,32,0.0,1.0,0.0,1,0,0.0,APP,0
820446,0,正常,APP,23,0.0,1.0,0.0,1,0,0.0,APP,0
825162,-1,未標記,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
828099,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
829121,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
830200,0,正常,WEB,1,0.0,1.0,0.0,1,0,0.0,APP,0
832299,1,黑名單,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
833486,0,正常,APP,9,0.0,1.0,0.0,1,0,0.0,APP,0
834047,0,正常,APP,13,0.0,1.0,0.0,1,0,0.0,APP,0
834809,0,正常,APP,5,0.0,1.0,0.0,1,0,0.0,APP,0
839765,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
843713,1,黑名單,APP,29,0.0,1.0,0.0,1,0,0.0,APP,0
850516,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
850669,-1,未標記,APP,46,0.0,1.0,0.0,1,0,0.0,APP,0
854737,-1,未標記,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
856525,0,正常,APP,5,0.0,1.0,0.0,1,0,0.0,APP,0
858371,0,正常,APP,6,0.0,1.0,0.0,1,0,0.0,APP,0
858648,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
859075,0,正常,APP,9,0.0,1.0,0.0,1,0,0.0,APP,0
861025,-1,未標記,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
862113,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
863209,-1,未標記,APP,17,0.0,1.0,0.0,1,0,0.0,APP,0
863498,1,黑名單,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
864235,0,正常,APP,8,0.0,1.0,0.0,1,0,0.0,APP,0
864489,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
865369,-1,未標記,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
865761,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
866496,0,正常,APP,34,0.0,1.0,0.0,1,0,0.0,APP,0
868126,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
870069,-1,未標記,APP,11,0.0,1.0,0.0,1,0,0.0,APP,0
876259,0,正常,APP,5,0.0,1.0,0.0,1,0,0.0,APP,0
876343,0,正常,WEB,2,0.0,1.0,0.0,1,0,0.0,APP,0
878019,-1,未標記,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
879526,0,正常,APP,17,0.0,1.0,0.0,1,0,0.0,APP,0
879855,0,正常,WEB,2,0.0,1.0,0.0,1,0,0.0,APP,0
887726,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
893488,-1,未標記,WEB,2,0.0,1.0,0.0,1,0,0.0,APP,0
895446,-1,未標記,APP,62,0.0,1.0,0.0,1,0,0.0,APP,0
899085,0,正常,APP,7,0.0,1.0,0.0,1,0,0.0,APP,0
900181,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
900624,0,正常,WEB,4,0.0,1.0,0.0,1,0,0.0,APP,0
902775,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
904728,0,正常,APP,5,0.0,1.0,0.0,1,0,0.0,APP,0
905856,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
905988,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
907539,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
907761,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
910592,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
911663,-1,未標記,WEB,2,0.0,1.0,0.0,1,0,0.0,APP,0
914171,-1,未標記,WEB,16,0.0,1.0,0.0,1,0,0.0,APP,0
914359,0,正常,APP,5,0.0,1.0,0.0,1,0,0.0,APP,0
917650,0,正常,APP,6,0.0,1.0,0.0,1,0,0.0,APP,0
922579,0,正常,WEB,22,0.0,1.0,0.0,1,0,0.0,APP,0
922659,1,黑名單,APP,32,0.0,1.0,0.0,1,0,0.0,APP,0
922761,0,正常,WEB,9,0.0,1.0,0.0,1,0,0.0,APP,0
925263,0,正常,WEB,6,0.0,1.0,0.0,1,0,0.0,APP,0
927279,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
929391,-1,未標記,APP,8,0.0,1.0,0.0,1,0,0.0,APP,0
933357,1,黑名單,APP,7,0.0,1.0,0.0,1,0,0.0,APP,0
933681,0,正常,APP,17,0.0,1.0,0.0,1,0,0.0,APP,0
934303,-1,未標記,APP,6,0.0,1.0,0.0,1,0,0.0,APP,0
935451,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
936229,1,黑名單,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
938115,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
938271,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
938799,0,正常,APP,12,0.0,1.0,0.0,1,0,0.0,APP,0
940206,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
941187,0,正常,APP,6,0.0,1.0,0.0,1,0,0.0,APP,0
941360,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
942818,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
943378,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
944979,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
945858,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
946628,-1,未標記,WEB,17,0.0,1.0,0.0,1,0,0.0,APP,0
946987,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
948031,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
948678,0,正常,APP,16,0.0,1.0,0.0,1,0,0.0,APP,0
949150,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
953533,-1,未標記,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
954823,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
955767,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
955955,-1,未標記,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
956317,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
957368,0,正常,APP,7,0.0,1.0,0.0,1,0,0.0,APP,0
957777,0,正常,APP,33,0.0,1.0,0.0,1,0,0.0,APP,0
958456,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
958701,-1,未標記,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
960670,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
960820,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
963908,0,正常,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
964784,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
965431,0,正常,APP,16,0.0,1.0,0.0,1,0,0.0,APP,0
965992,-1,未標記,APP,26,0.0,1.0,0.0,1,0,0.0,APP,0
966776,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
967571,-1,未標記,WEB,8,0.0,1.0,0.0,1,0,0.0,APP,0
968173,0,正常,APP,1,0.0,1.0,0.0,1,0,0.0,APP,0
968251,-1,未標記,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
968650,0,正常,APP,7,0.8571428571428571,0.14285714285714285,0.0,2,2,0.2857142857142857,WEB,0
969724,0,正常,APP,4,0.0,1.0,0.0,1,0,0.0,APP,0
969815,-1,未標記,APP,3,0.0,1.0,0.0,1,0,0.0,APP,0
970613,0,正常,WEB,1,0.0,1.0,0.0,1,0,0.0,APP,0
970886,-1,未標記,APP,8,0.0,1.0,0.0,1,0,0.0,APP,0
972149,0,正常,APP,2,0.0,1.0,0.0,1,0,0.0,APP,0
972570,1,黑名單,APP,14,0.0,1.0,0.0,1,0,0.0,APP,0
834,0,正常,WEB,4,0.0,1.0,0.0,1,0,0.0,APP,0
1303,-1,未標記,WEB,2,0.0,1.0,0.0,1,0,0.0,APP,0
3979,0,正常,WEB,3,0.0,1.0,0.0,1,0,0.0,APP,0
4439,0,正常,WEB,25,0.0,1.0,0.0,1,0,0.0,APP,0
10990,0,正常,WEB,50,0.0,1.0,0.0,1,0,0.0,APP,0
17514,0,正常,WEB,2,0.0,1.0,0.0,1,0,0.0,APP,0
17952,0,正常,WEB,6,0.0,1.0,0.0,1,0,0.0,APP,0
24070,1,黑名單,WEB,95,0.0,1.0,0.0,1,0,0.0,APP,0
34132,0,正常,WEB,3,0.0,1.0,0.0,1,0,0.0,APP,0
38089,0,正常,APP,7,0.0,1.0,0.0,1,0,0.0,APP,0
43515,0,正常,WEB,2,0.0,1.0,0.0,1,0,0.0,APP,0
48895,0,正常,WEB,15,1.0,0.0,0.0,1,0,0.0,WEB,0
52978,0,正常,WEB,62,0.0,0.0,1.0,1,0,0.0,API,1
53777,0,正常,WEB,10,0.0,1.0,0.0,1,0,0.0,APP,0
63609,-1,未標記,APP,35,0.0,1.0,0.0,1,0,0.0,APP,0
