user_id,actual_status,pred_status,pred_prob,status,sex,age,career,income_source,confirmed_at,level1_finished_at,level2_finished_at,user_source,usdt_trade_count,usdt_total_amount,usdt_avg_amount,usdt_max_amount,usdt_std_amount,usdt_buy_count,usdt_buy_ratio,usdt_market_ratio,usdt_ip_count,usdt_source_avg,crypto_tx_count,crypto_total_amount,crypto_avg_amount,crypto_max_amount,crypto_deposit_count,crypto_currency_count,crypto_from_wallet_count,crypto_to_wallet_count,crypto_relation_user_count,crypto_ip_count,twd_tx_count,twd_total_amount,twd_avg_amount,twd_max_amount,twd_deposit_count,twd_ip_count,swap_count,swap_twd_total,swap_twd_avg,swap_currency_total,swap_currency_avg,swap_kind_count,shared_ip_degree,shared_ip_unique_count,night_tx_ratio,internal_tx_ratio,out_in_ratio,n2v_pca_0,n2v_pca_1,n2v_pca_2,n2v_pca_3,n2v_pca_4,n2v_pca_5,n2v_pca_6,n2v_pca_7,n2v_pca_8,n2v_pca_9,n2v_pca_10,n2v_pca_11,n2v_pca_12,n2v_pca_13,n2v_pca_14,n2v_pca_15,neighbor_risk_score,nb_n2v_0,nb_n2v_1,nb_n2v_2,nb_n2v_3,nb_n2v_4,nb_n2v_5,nb_n2v_6,nb_n2v_7,nb_n2v_8,nb_n2v_9,nb_n2v_10,nb_n2v_11,nb_n2v_12,nb_n2v_13,nb_n2v_14,nb_n2v_15,account_tenure_days,first_tx_time,first_tx_delay_days,is_round_amount_ratio,dormant_intensity,is_isolated
961769,1,0,2.64540630416092e-06,1,1.0,37.0,13.0,1.0,1757713476.0,1757713501.0,1757715371.0,1.0,12.0,28.381996353543425,25.897089703760614,26.51748737458469,25.639926441121705,12.0,1.0,1.0,5.0,1.0,14.0,28.767961626810216,26.128904297199128,26.734939441249203,12.0,1.0,3.0,5.0,0.0,5.0,11.0,31.8054083858242,29.407513113025985,29.933606208922694,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.1428571428571428,0.0,4.333333333333333,-0.06519934415450046,0.05957676934715317,-0.33219709533240815,-0.2994407345334013,-0.28429675031449375,0.2659678441154364,0.6888999409364991,-0.30545382899824963,0.09491218709363718,-0.2699029063937816,0.519709963452498,-0.028061048498142033,0.7292075986742805,0.034706513364602565,0.5383608510437449,-0.11617748717237641,0.0,-0.12204902911482618,0.07935805273425756,-0.3545484215221234,-0.30345169727050986,-0.3213476397392583,0.24445703461476043,0.7528153627073797,-0.3071014344160489,0.10359726394995136,-0.2927479081066128,0.5594531815607453,-0.036254603400237145,0.7129437764459047,0.04855170177592902,0.5814542571273115,-0.10009548179903145,46.0,1759379461.0,19.0,0.40540540540540543,0.0,0.0
310016,1,0,0.000155340627015166,1,1.0,35.0,6.0,1.0,1668904874.0,1668904908.0,1669051596.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,28.025395358333547,26.415957445902144,27.608272766109806,5.0,1.0,1.0,2.0,1.0,3.0,5.0,31.448733441885476,29.839295529451462,31.032218497590737,0.0,1.0,5.0,31.448733441885476,9100000000000.0,28.025395358376688,296691123372.8,1.0,1.0,0.0,0.0,0.2,0.0,0.09165085302603804,-0.013802505565457035,0.019185513349194855,-0.0394171819506154,0.0011032891433357395,-0.020915669038947537,0.03263059278612587,0.03928134738761277,0.023211248181070898,0.015301886991759987,-0.05689187349009939,0.006014415428538283,0.022703105663455084,-0.0019758438970477743,-0.007206048181044519,-0.021936425880581756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.0,1759334113.0,1044.0,0.625,9500400000000000.0,1.0
937902,1,0,1.2878383738773524e-06,1,1.0,24.0,13.0,1.0,1755262891.0,1755273991.0,1755290775.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.26532022067982,27.572173040120404,27.63102111592955,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.27412744081261586,0.2973109794349854,0.26545512145763195,0.0011509871060545115,-0.17191871645843926,0.07889239004438692,0.022552197079702713,-0.0375196589455582,0.17060508092031143,-0.3165160831023668,-0.5697125134548293,-0.8242487579182973,0.9872365280925945,0.14148211728181886,0.04199211342714969,1.00014680654389,0.0,0.21115010515885135,0.2704037142561102,0.3102373707137983,0.04123983364221612,-0.06557555398732554,0.14948471985791034,0.04295507033894663,-0.061251932570783596,0.22064549864940886,-0.27569348282783857,-0.5772819031961676,-0.8301455379070595,0.9829908902293285,0.1461664337166147,0.022870091471530796,1.0696600400012641,74.0,1760536433.0,60.0,1.0,0.0,0.0
988632,1,0,1.5097790882999232e-05,1,1.0,55.0,22.0,1.0,1760357917.0,1760358032.0,1760360679.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.163563044002483,26.470415863444135,26.47647319493331,2.0,1.0,1.0,1.0,0.0,1.0,5.0,30.59706707911223,28.987629166678335,29.24045902836285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.028173692964543973,0.19272355522508544,0.03677487876823346,0.35758176025313676,0.34647771578909686,-0.08994551057978727,0.0023334115888078433,0.15059879412656985,-0.022374052834936847,-0.12267928570470787,-0.330784499055478,0.04548940124593191,0.2118693386233984,0.27265266701435364,0.15527081196416836,-0.08841451807152721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1761587282.0,14.0,1.0,0.0,1.0
693304,1,0,0.0020513464308905406,1,1.0,36.0,19.0,4.0,1733865246.0,1733865263.0,1770106926.0,1.0,9.0,27.678775162562115,25.481550585233524,26.67619254968891,25.599449373315874,9.0,1.0,0.0,3.0,1.0,8.0,27.676897618840854,25.597456077167703,26.674190546862036,8.0,1.0,1.0,1.0,0.0,3.0,5.0,31.290379067105338,29.68094115467134,30.11592776571663,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.11874076319576599,0.2222822606700081,0.29940656453326364,0.19291291130166616,-0.05863693724157862,-0.1392051981541144,0.2725423946483437,-0.44381124748995654,0.11189508738972363,0.22156727704610604,-0.1293566447550385,0.06511344675635557,0.5660138279351158,0.16596359673606648,0.055049892653647764,0.08217567394546949,0.0,0.10010508371109106,0.22060632701796745,0.3099482137912344,0.22330843973392234,-0.06206264517416596,-0.14089689215727536,0.25272955427009236,-0.5029153255437557,0.11791838843081337,0.256893849813537,-0.11591515015532439,0.06729849892570032,0.591790216945286,0.15770617984644902,0.061678822904014025,0.09957117468564414,322.0,1759398990.0,0.0,0.6363636363636364,0.0,1.0
901344,1,0,6.402739879000231e-05,1,1.0,26.0,13.0,1.0,1751416632.0,1751416682.0,1751421860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.501836021780424,26.501836021780424,26.501836021780424,1.0,1.0,1.0,1.0,0.0,1.0,1.0,29.933606208922694,29.933606208922694,29.933606208922694,0.0,1.0,1.0,29.934575738776697,10009700000000.0,26.50183602175877,323296605393.0,1.0,1.0,1.0,0.0,0.0,0.0,0.011724331938637533,-0.3697859313303922,-0.7545684192408888,-0.7565774652202706,-1.0432294326714542,-0.5765848007418273,0.15984717460654568,-1.0737584704817096,0.6713059338237137,0.5294397084901643,-0.20123854517624856,0.051671400967859896,0.49883818089586973,-0.7478212157137167,0.038340699948587575,0.2653751915823267,0.0,-0.05626686277038773,-0.38624582217467707,-0.6894991625847698,-0.63083724379781,-1.0536547302014279,-0.6027601249795922,0.12530680185156418,-1.0644453188081824,0.6559213216322455,0.4643945899129841,-0.13902919873176184,0.05695653073222221,0.4921706888479951,-0.7286014477707934,0.07787859081924386,0.30755280567389076,119.0,1761170123.0,112.0,0.6666666666666666,1121086400000000.0,1.0
378588,1,0,8.059386643845736e-09,1,1.0,33.0,8.0,1.0,1689709887.0,1689709887.0,1689716005.0,2.0,1.0,22.098170582191692,22.098170582191692,22.098170582191692,0.0,0.0,0.0,0.0,1.0,1.0,2.0,22.31297113869311,21.619823958337154,22.09817257526124,0.0,1.0,1.0,1.0,0.0,0.0,2.0,26.119163531837845,25.42601635128244,25.52482483694811,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.74636205811056,1.5630823960946088,-0.5238091942547921,0.2524495190194456,0.040717842297818115,0.2182117885666539,-0.3118494868837479,-0.5631143293539538,0.08722968401621731,-0.21721412310568108,-0.32225938063705284,0.3210787584307016,0.16572870901889064,0.6280239942493111,-0.444395557198747,0.03859390336683258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.0,1759924348.0,812.0,0.6,0.0,1.0
978582,1,0,1.8510266239345694e-06,1,1.0,55.0,7.0,1.0,1759443468.0,1759444509.0,1759596732.0,1.0,2.0,25.476502862257423,24.7833556817061,25.147314905337012,24.306708793027717,2.0,1.0,0.0,1.0,1.0,2.0,25.474500859413947,24.78135367886264,25.14531290338694,2.0,1.0,1.0,1.0,0.0,1.0,2.0,28.903586711720376,28.21043953116071,28.574927014836067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.1875787511214413,-0.45398694649084637,0.2104709921087085,0.31102371808550755,0.6817937389359541,-0.06485785849399985,-0.2554807567148399,0.22567578961638196,0.06749297430030898,-0.27771654587227496,-0.7960595004294504,-0.46403932019982497,-0.1729201830026581,-8.3912267316133e-05,0.5990867585356592,0.4518591155053344,0.0,2.1237976239388066,-0.525896218845805,0.2608336673598398,0.3027436871171832,0.654474661288392,-0.0514976304370245,-0.27409014416099864,0.16373926239959474,0.05948728590602494,-0.21975812251610463,-0.7188343184223314,-0.47974854561251923,-0.14659215785483193,-0.002684672631893592,0.6562170074555925,0.493796602072074,26.0,1760029278.0,5.0,0.6666666666666666,0.0,1.0
912683,1,0,1.0603757513042249e-06,1,2.0,32.0,7.0,2.0,1752604489.0,1752604521.0,1757699268.0,1.0,3.0,25.455949343242263,24.35733705459176,24.613043233447687,22.980359485355827,3.0,1.0,0.0,3.0,1.0,4.0,25.454664186796467,24.06836982570302,24.612042733114123,4.0,1.0,0.0,3.0,3.0,3.0,3.0,28.883784084424203,27.785171795756664,28.03648622403738,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.04969777533879016,0.15825103705565613,-0.16890124189188738,0.5532474625057537,0.3724970550391909,-0.33433951312387256,0.3782172891803335,0.30419118391656813,0.36208452412186354,-0.5366508885994956,0.24402682739959297,-0.07918850615540743,-0.8585077360253789,0.19271168462922428,-0.819790631088854,-0.3065224230099922,0.0,-0.021983568339519016,0.15265567439536157,-0.2532259378313216,0.5643551399292349,0.34809967856826624,-0.35439179436879575,0.3701638350946366,0.28418476150531147,0.3710505777537243,-0.5572696785036704,0.2617927217068399,-0.08991076869119659,-0.89013539517643,0.18793333580218596,-0.8419814677365488,-0.2823745447076749,105.0,1760712221.0,34.0,1.0,0.0,0.0
923266,1,0,0.19604451030537218,1,2.0,42.0,3.0,1.0,1753733542.0,1753733561.0,1753787048.0,1.0,7.0,27.25376759229331,25.307857443246746,25.33253889464357,20.82871034492599,7.0,1.0,0.0,5.0,1.0,18.0,28.56372181244373,25.673350054554255,27.189295642140966,18.0,1.0,1.0,2.0,0.0,15.0,19.0,31.991185503745307,29.0467465245791,29.933606208922694,0.0,1.0,11.0,31.6770801366378,5197427272727.272,28.249874628603077,168799820514.36365,1.0,1.0,1.0,0.0555555555555555,0.0,0.0,-0.19759564456405276,0.35025828418455496,-0.2631138976278621,0.18334623066159433,-0.6688642602611006,-0.6675547297441746,0.6595459740610357,-0.14589171602497608,-0.07546745741371796,-0.1760670350476566,0.6974401342771095,-0.304814093778619,0.22747516695984432,0.3385478663951892,-0.7838102317111928,-0.5586276500765297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,1759351419.0,64.0,0.6909090909090909,332635345454545.44,1.0
974480,1,0,5.748571536293475e-08,1,1.0,69.0,25.0,6.0,1759014764.0,1759147341.0,1759326731.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.306316521791906,23.920022160702686,25.242335503726128,1.0,2.0,3.0,3.0,0.0,1.0,3.0,29.42366352858081,28.325051239913034,28.729633404596992,2.0,3.0,2.0,28.731398512543656,1502650000000.0,25.306071797555806,48894200000.0,1.0,1.0,1.0,0.0,0.0,0.5,-0.2430393104071149,-0.3302737919295766,0.26090159203480917,-0.15313184708424046,0.31607708566748305,0.1384663295802968,-0.10492527879437846,-0.41323141380344225,0.22156126318396305,0.5969110295693989,0.055192539925074,0.033471016913063735,-1.0572444182538985,-0.4080466052272491,0.10773099176728013,-0.268262347163585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1760389504.0,12.0,0.8888888888888888,18031800000000.0,1.0
963956,1,0,0.011700743888514338,1,1.0,64.0,8.0,1.0,1757948533.0,1757948664.0,1757950462.0,1.0,10.0,28.114667418089596,25.8120823251011,26.506332939350774,25.276066686772253,8.0,0.8,1.0,8.0,1.0,12.0,28.1130357227237,25.628129072942496,26.504330936522045,8.0,2.0,4.0,3.0,0.0,6.0,13.0,31.540669303708192,28.975719946246894,29.24045902836285,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.8,-0.01993662818081865,0.7113376355504546,-0.13380884789249547,-0.3422738216703462,0.8918229949334595,-0.393253205709566,-1.0899400175310339,0.8404898506025176,-0.11187099619241861,-0.19985655471235256,0.6158472542774691,-0.4387570633878701,-0.1640614946728577,0.36340257944047677,-0.17587184236638365,-0.012724288170477452,0.5,-0.059929410147313456,0.7595086686280199,-0.1539339565019493,-0.3635385530486287,0.9151657384750165,-0.37302271116152574,-1.1321984968625358,0.8812896154387909,-0.08712409653876156,-0.19580889904731064,0.6169662900406514,-0.4440308900781388,-0.183389513260918,0.3609546976598237,-0.17223911906961617,-0.01731352830074693,43.0,1759408220.0,16.0,0.5142857142857142,0.0,0.0
